,gameId,trialNum,repNum,utterance,label,logits
28,22dyGMRgestp8u5Lc,28,2,starting to stand with Bible facing right,L,"[14.459904  12.166427  11.626342  16.696642  13.30291   13.1113825
 14.168601  12.744397  12.486062  12.7612295 10.610507  13.760474 ]"
29,22dyGMRgestp8u5Lc,29,2,Priest standing facing left with Bible,D,"[14.96524  14.988579 13.314733 21.662909 16.328173 17.011044 17.228233
 16.044949 14.364452 14.715851 13.146371 17.733456]"
30,22dyGMRgestp8u5Lc,30,2,guy relaxing in park facing left arms not visible,F,"[16.97418  16.326385 17.68277  15.70051  17.371155 23.92149  17.961672
 15.778497 14.911292 13.565689 13.630949 16.08415 ]"
31,22dyGMRgestp8u5Lc,31,2,jumping off building to the left arms up,C,"[18.252457 16.725668 21.047289 16.022854 15.626833 16.801779 17.3101
 17.938202 15.827511 15.834654 15.052773 15.780205]"
32,22dyGMRgestp8u5Lc,32,2,kneeling to right with Bible,K,"[14.952484 16.85462  14.522223 18.405828 16.510258 18.673754 17.5455
 13.355332 17.183542 13.273418 13.192619 16.351992]"
33,22dyGMRgestp8u5Lc,33,2,half a bowl or pot with a triangle on top,J,"[15.564704  17.702028  18.278975  18.264269  18.47992   18.382368
 16.345592  19.387312  15.5624075 19.012838  19.014503  19.431847 ]"
34,22dyGMRgestp8u5Lc,34,2,high heel shoe,G,"[15.128329 16.519377 15.432938 13.347557 17.387756 16.111998 18.163572
 16.244884 14.133861 12.580742 15.421497 16.213326]"
35,22dyGMRgestp8u5Lc,35,2,facing left one leg up arms up falling backward,A,"[23.513258 22.57369  24.669912 19.006874 20.49259  22.150846 22.333998
 17.688528 21.071463 18.43723  17.804266 19.699148]"
36,22dyGMRgestp8u5Lc,36,3,"guy sitting in park, no arms visible, facing left",F,"[17.55907  18.452835 19.662006 21.063307 21.07276  27.723862 20.03232
 18.464504 19.25343  17.13061  17.287909 19.915455]"
37,22dyGMRgestp8u5Lc,37,3,high heel shoe,G,"[15.128329 16.519377 15.432938 13.347557 17.387756 16.111998 18.163572
 16.244884 14.133861 12.580742 15.421497 16.213326]"
38,22dyGMRgestp8u5Lc,38,3,"baby looking up, bow in back of head",B,"[16.376144 18.45211  17.15204  14.944222 19.503681 19.475264 18.227728
 17.530966 16.98184  15.725307 16.818237 17.903667]"
39,22dyGMRgestp8u5Lc,39,3,bunny ears,E,"[12.344183  12.498265  14.0899315 13.7127    15.937975  13.517851
 14.056847  14.997729  14.00999   11.470988  14.398566  13.196784 ]"
40,22dyGMRgestp8u5Lc,40,3,"guy falling backward, arms out in front out*",A,"[23.35979  20.102291 24.75545  19.17685  18.871584 21.503935 21.353811
 18.67246  19.735312 18.753746 17.783731 18.906221]"
41,22dyGMRgestp8u5Lc,41,3,"priest kneeling with Bible, heel up",K,"[16.893633 17.41082  14.838815 18.82592  17.27547  20.095179 19.064793
 15.158248 16.33333  12.549667 13.018574 17.079535]"
42,22dyGMRgestp8u5Lc,42,3,half a pot with triangle on top,J,"[14.602939 15.949398 17.32586  17.692379 18.134342 16.733458 15.579888
 17.46488  14.349689 18.081064 18.666046 19.178062]"
43,22dyGMRgestp8u5Lc,43,3,"priest holding Bible, facing left",D,"[12.140524 13.103569 13.132972 19.629547 13.672463 14.24779  14.847917
 13.271009 11.940955 12.123595 10.015225 15.452327]"
44,22dyGMRgestp8u5Lc,44,3,"man with arms out front, back leg up, facing left",I,"[24.363384 19.370054 23.754597 19.911299 18.96975  22.417576 23.639338
 20.557156 21.070278 19.178116 18.205297 19.870285]"
45,22dyGMRgestp8u5Lc,45,3,"no arms or legs, upright",H,"[20.439644 19.825245 22.268482 19.000994 19.0242   22.384136 20.195091
 19.461498 19.62853  16.792053 16.414236 19.089586]"
46,22dyGMRgestp8u5Lc,46,3,jumping off building with arms out front,C,"[18.07097   15.180382  21.92101   12.970821  13.959678  15.285617
 17.056421  16.378996  13.446133  12.16097   12.8910675 13.598826 ]"
47,22dyGMRgestp8u5Lc,47,3,"standing up from kneeling, facing right",L,"[18.714228 18.996784 16.939072 20.457487 19.046532 19.71677  20.026388
 19.459959 18.928604 17.033186 17.438566 19.805416]"
48,22dyGMRgestp8u5Lc,48,4,priest standing facing left with Bible,D,"[14.96524  14.988579 13.31473  21.662909 16.328175 17.011044 17.228233
 16.044949 14.364452 14.715852 13.146374 17.73346 ]"
49,22dyGMRgestp8u5Lc,49,4,facing left falling arms out one leg up,I,"[22.97167  20.824448 22.988441 19.588316 19.41439  20.977688 21.918573
 18.80007  19.947355 18.389345 17.416193 19.497726]"
50,22dyGMRgestp8u5Lc,50,4,high heel shoe,G,"[15.128329 16.519377 15.432938 13.347557 17.387756 16.111998 18.163572
 16.244884 14.133861 12.580742 15.421497 16.213326]"
51,22dyGMRgestp8u5Lc,51,4,half pot or bowl with triangle on top,J,"[14.14527  17.309792 17.244755 18.860384 19.023252 17.223993 16.071718
 18.037628 15.925458 19.294014 19.00501  20.400797]"
52,22dyGMRgestp8u5Lc,52,4,falling backward (sorry) facing left with arms up one leg out,A,"[24.852453 22.483757 25.484705 20.490574 21.234192 20.68629  22.669107
 19.39763  21.595633 20.48565  19.054165 20.001043]"
53,22dyGMRgestp8u5Lc,53,4,jumping off building arms up,C,"[17.383625 15.965689 21.674547 15.058856 15.491136 15.443947 17.109377
 16.710407 14.61784  14.536778 14.078956 14.782648]"
54,22dyGMRgestp8u5Lc,54,4,bunny ears,E,"[12.344183  12.498265  14.0899315 13.7127    15.937975  13.517851
 14.056847  14.997729  14.00999   11.470988  14.398566  13.196784 ]"
55,22dyGMRgestp8u5Lc,55,4,relaxing in park,F,"[10.097583   9.775094  13.635381   7.8480473 11.133124  16.783173
 11.320517   9.974354   9.083007   8.03139    7.150139   7.9619117]"
56,22dyGMRgestp8u5Lc,56,4,baby left bow in hair arms out,B,"[17.480814 20.302547 20.050655 16.814962 20.693974 18.392258 19.5499
 20.743612 17.847616 16.612362 17.713291 19.373821]"
57,22dyGMRgestp8u5Lc,57,4,no arms no legs,H,"[17.39913   16.793379  20.612839  16.40376   16.477003  20.250956
 17.684013  16.295221  15.694295  14.8786545 14.203715  16.28936  ]"
58,22dyGMRgestp8u5Lc,58,4,standing up with Bible facing right,L,"[16.99749   14.8436365 14.715722  19.1807    15.938018  16.370222
 16.47668   16.24191   14.803782  15.549723  13.969308  17.027695 ]"
59,22dyGMRgestp8u5Lc,59,4,kneeling with Bible facing right,K,"[14.497163 16.452343 14.040054 18.188873 16.506758 18.551563 17.862091
 13.446813 16.504547 12.973839 12.752171 16.389578]"
60,22dyGMRgestp8u5Lc,60,5,standing up from kneeling,L,"[17.381508 16.794964 15.858534 18.129452 17.092358 19.163118 18.313583
 16.78997  17.316973 15.030578 15.747449 17.389704]"
61,22dyGMRgestp8u5Lc,61,5,"jumping off building, arms out",C,"[18.848265 16.917097 23.41309  15.667741 15.916164 16.422441 17.922333
 17.764942 15.341361 14.570882 14.707851 15.491216]"
62,22dyGMRgestp8u5Lc,62,5,"falling backwards, one leg up",A,"[24.796968 21.820606 25.035583 18.947397 21.637772 23.785526 23.411808
 18.238697 21.750767 19.21882  18.608686 19.473972]"
63,22dyGMRgestp8u5Lc,63,5,"falling forward, arms out front",I,"[20.604248 17.615566 23.688896 16.129251 16.564632 18.713657 19.19577
 17.080893 16.083868 16.678165 15.352161 15.796919]"
64,22dyGMRgestp8u5Lc,64,5,"priest standing up, facing left",D,"[19.568655 19.81227  18.50581  24.128855 20.118376 20.17723  21.273014
 19.874863 19.384663 18.548683 18.172707 22.456766]"
65,22dyGMRgestp8u5Lc,65,5,baby with bow on back of head,B,"[15.694171 18.896317 16.065962 15.340902 19.570171 17.620905 18.101076
 16.269192 17.172064 13.834678 16.473207 19.643372]"
66,22dyGMRgestp8u5Lc,66,5,relaxing in park,F,"[10.097583   9.775094  13.635381   7.8480473 11.133124  16.783173
 11.320517   9.974354   9.083007   8.03139    7.150139   7.9619117]"
67,22dyGMRgestp8u5Lc,67,5,high heel shoe,G,"[15.128329 16.519377 15.432938 13.347557 17.387756 16.111998 18.163572
 16.244884 14.133861 12.580742 15.421497 16.213326]"
68,22dyGMRgestp8u5Lc,68,5,"priest kneeling, heel up, facing right",K,"[16.295052 18.618927 16.337343 19.643038 18.473783 20.733667 20.671535
 15.346035 18.19071  13.003147 14.827376 18.207071]"
69,22dyGMRgestp8u5Lc,69,5,pot with triangle on top,J,"[14.715843 16.777222 17.655922 18.329123 18.68763  16.50574  16.051832
 17.705826 15.636841 17.81158  18.403673 19.008083]"
70,22dyGMRgestp8u5Lc,70,5,no arms or legs,H,"[17.823107 17.091543 20.860697 17.063148 16.882032 21.029673 18.209068
 16.910297 16.157824 14.863118 14.699072 16.954458]"
71,22dyGMRgestp8u5Lc,71,5,bunny ears,E,"[12.344183  12.498265  14.0899315 13.7127    15.937975  13.517851
 14.056847  14.997729  14.00999   11.470988  14.398566  13.196784 ]"
72,BTbGhXZvjdSFubTBg,0,0,The person sitting down with its arms above its head,E,"[20.619503 23.958652 24.60545  22.43798  25.096815 26.170439 23.470306
 21.223043 23.114893 19.724806 20.333221 23.824902]"
73,BTbGhXZvjdSFubTBg,1,0,The person in a half kneeling position with the knees off the ground,L,"[19.864977 21.946808 20.383709 21.945501 22.220022 24.634428 22.554626
 18.385004 23.222107 17.692884 19.049335 21.197556]"
74,BTbGhXZvjdSFubTBg,2,0,The person with one leg up and the head tilted back,A,"[22.709494 21.514383 23.199112 20.600704 22.005611 24.609692 22.996376
 20.56749  20.69178  19.531975 19.211418 21.153862]"
75,BTbGhXZvjdSFubTBg,3,0,The person praying with head tilted up not very high,K,"[18.654543 20.505013 19.510288 20.446531 20.798462 23.040789 21.157278
 17.296686 19.213678 16.01294  15.931747 19.244112]"
76,BTbGhXZvjdSFubTBg,4,0,sitting down in a slouched position arms down legs,F,"[17.034935 19.056242 19.643213 16.412464 18.424032 24.922367 19.1777
 17.015083 17.536484 15.078054 16.619514 18.438438]"
77,BTbGhXZvjdSFubTBg,5,0,upright with a square back standing,J,"[22.925867 22.52996  21.805582 21.598045 21.401623 21.204195 22.429224
 21.666315 21.537724 21.2677   19.168278 20.522318]"
78,BTbGhXZvjdSFubTBg,6,0,"a person standing holding out their hands, yes inverted top hat",D,"[24.448645 23.278835 22.93161  24.6213   23.479757 23.056477 24.68559
 27.62175  22.245642 22.614075 22.59319  24.595741]"
79,BTbGhXZvjdSFubTBg,7,0,kneeling with one hand in front and the other behind head tilted forward,B,"[16.929432 18.278345 16.8218   18.227863 19.171831 19.64032  19.715605
 15.575523 19.421783 14.855127 15.192186 17.75356 ]"
80,BTbGhXZvjdSFubTBg,8,0,a person flying no legs,C,"[18.746613 18.88353  24.529867 17.034317 18.293962 21.329132 19.199783
 15.346553 19.513975 17.101542 14.790697 17.23328 ]"
81,BTbGhXZvjdSFubTBg,9,0,sitting down no legs showing legs showing to one side no arms no feet yes kneeling,H,"[16.674828 20.253054 18.71103  18.373419 20.471354 25.122768 19.704592
 15.436409 19.402609 15.246164 16.703455 19.2553  ]"
82,BTbGhXZvjdSFubTBg,10,0,One leg on floor the other leg up both arms outstretched head tilted back yes head looking behind,I,"[23.529716 22.77923  24.462452 20.11017  21.414112 24.5063   23.420834
 19.108013 21.091467 19.131262 18.787527 21.263845]"
83,BTbGhXZvjdSFubTBg,11,0,kneeling with one leg in front and arm up by the =face maybe half kneeling half standing Head slightly back one arm,G,"[22.0642   23.384989 20.595009 21.129553 22.245487 24.227978 24.003836
 17.092064 23.335897 18.05762  19.80564  21.95547 ]"
84,BTbGhXZvjdSFubTBg,12,1,head looking the other way one leg down one leg up upright zombie not the ice skating one,A,"[20.958254 14.62395  15.500322 13.958041 14.967399 17.40259  16.915136
 13.800531 15.583078 13.487589 13.164189 14.463637]"
85,BTbGhXZvjdSFubTBg,13,1,The one sitting down slouching no arms visible,F,"[14.182657  15.419565  15.181145  15.944584  16.034536  20.832855
 15.45268   16.650278  14.7243395 13.972059  14.357365  15.925823 ]"
86,BTbGhXZvjdSFubTBg,14,1,sitting down with both arms above the head looking down,E,"[15.326219 18.209087 19.121387 17.329912 19.612125 22.481466 18.174913
 17.230446 16.94322  15.899017 15.671796 18.096437]"
87,BTbGhXZvjdSFubTBg,15,1,The one doing the dramatic yoga pose one arm in front one leg in front not the ice skater,G,"[16.62276  19.636076 21.12165  13.082806 17.044003 17.272753 18.837751
 12.128941 16.98063  15.116294 14.256711 16.601786]"
88,BTbGhXZvjdSFubTBg,16,1,the one with the almost square body,J,"[13.001583  14.030263  15.698438  17.431698  14.853738  16.127195
 14.7663    16.082935  14.8814335 16.26961   13.83703   14.668353 ]"
89,BTbGhXZvjdSFubTBg,17,1,the one kneeling with head tilted back arms out and feet up,K,"[13.618025 15.409697 14.901367 15.553948 15.913979 19.9697   15.961833
 14.503007 15.187626 13.195077 13.592521 14.143902]"
90,BTbGhXZvjdSFubTBg,18,1,the ice skating one,I,"[17.510288  16.586472  19.123564  15.0225935 16.102053  15.918134
 17.24501   15.133942  15.93207   14.003715  13.928944  16.60619  ]"
91,BTbGhXZvjdSFubTBg,19,1,the one standing straight with arms outstretched looks like holding a tray,D,"[19.00858  20.035915 22.144949 19.708052 17.620573 16.793468 19.033705
 18.041796 17.81152  18.769007 16.701351 20.35255 ]"
92,BTbGhXZvjdSFubTBg,20,1,kneeling head forward feet showing praying triangle,B,"[20.408758 22.688726 19.154888 21.785051 24.408361 23.72163  23.28401
 17.27993  22.285137 17.642115 18.989508 21.382595]"
93,BTbGhXZvjdSFubTBg,21,1,bent knees but not kneeling arms out both feet on floor,L,"[19.346043 18.898678 16.95974  16.533522 18.071144 22.192774 19.796253
 16.277418 17.075394 14.049398 16.360147 17.33306 ]"
94,BTbGhXZvjdSFubTBg,22,1,flying person no legs flat body both arms in air,C,"[23.26867  24.130955 28.992065 20.576485 21.603876 23.789408 23.184204
 18.40442  22.040792 19.708744 17.76501  21.196703]"
95,BTbGhXZvjdSFubTBg,23,1,sitting down with no feet showing legs to one side no arms,H,"[18.362772 18.630938 19.896706 17.6356   19.593903 25.098505 19.231016
 17.28815  17.519884 15.353699 16.196    19.07153 ]"
96,BTbGhXZvjdSFubTBg,24,2,rabbit ears guy,E,"[18.668995  16.672972  18.212296  19.414927  19.878841  19.952978
 18.288635  18.260094  18.12034   15.8500805 18.105507  18.201958 ]"
97,BTbGhXZvjdSFubTBg,25,2,square body shape guy,J,"[23.629519 22.65361  22.567835 24.473932 22.652756 24.44491  21.92529
 24.173836 22.170153 21.64268  21.717682 23.812687]"
98,BTbGhXZvjdSFubTBg,26,2,person holding a tray upside down top hat,D,"[19.24966  18.585382 19.38581  18.210455 18.002712 20.067194 18.354862
 21.829628 16.764002 17.168661 16.417494 19.577126]"
99,BTbGhXZvjdSFubTBg,27,2,puking a triangle guy,B,"[21.060116 18.723778 20.861689 19.05469  22.047106 21.509474 19.833841
 17.78031  19.325104 18.676142 19.058681 19.247568]"
100,BTbGhXZvjdSFubTBg,28,2,slouchy guy,F,"[17.641676 15.72175  18.672846 16.586058 16.781162 23.77784  17.169746
 19.675726 15.736903 15.947132 16.215397 17.167444]"
101,BTbGhXZvjdSFubTBg,29,2,zombie!,A,"[15.78994   13.326132  15.83613   13.899343  13.4587345 13.120418
 14.465083  14.760635  12.351193  13.686359  13.080521  13.74408  ]"
102,BTbGhXZvjdSFubTBg,30,2,ice skater,I,"[17.338924 18.292948 19.59303  14.015323 17.117636 15.265526 17.681816
 14.657244 17.490826 15.190474 15.372765 17.128242]"
103,BTbGhXZvjdSFubTBg,31,2,sitting down no arms showing legs to one side the bb,H,"[15.027587 17.700382 17.714617 16.310911 17.612686 23.141619 17.165657
 14.982859 16.773912 14.226216 15.213005 17.867586]"
104,BTbGhXZvjdSFubTBg,32,2,knees bent but still standing,L,"[18.566856  15.6774025 15.381275  16.01806   16.240183  17.732004
 17.751837  14.551468  15.549712  13.661729  14.318516  15.208244 ]"
105,BTbGhXZvjdSFubTBg,33,2,kung fu guy,G,"[18.953938 18.915651 20.935703 18.255148 17.442577 18.644058 19.88675
 17.175358 18.360992 16.17146  14.920852 18.415598]"
106,BTbGhXZvjdSFubTBg,34,2,kneeling with feet up and arms out head up,K,"[17.605314 18.226315 19.042406 16.380116 18.095364 22.374205 18.939457
 16.335814 17.552328 14.254652 15.840944 16.623081]"
107,BTbGhXZvjdSFubTBg,35,2,the flying ghost meme,C,"[15.23903   16.478117  22.012878  15.0562525 16.928333  16.659107
 15.835236  16.806587  15.57213   15.11364   14.359863  14.979771 ]"
108,BTbGhXZvjdSFubTBg,36,3,the beggar in a hoodie,K,"[14.951912 14.625401 15.607826 18.576578 16.323067 18.597223 15.870823
 13.232287 15.240134 13.871304 15.265742 16.551744]"
109,BTbGhXZvjdSFubTBg,37,3,rabbit ears guy,E,"[18.668995  16.672972  18.212296  19.414927  19.878841  19.952978
 18.288635  18.260094  18.12034   15.8500805 18.105507  18.201958 ]"
110,BTbGhXZvjdSFubTBg,38,3,puking a triangle,B,"[18.41262  18.338566 19.018469 17.607664 21.434462 19.528133 19.364265
 17.830526 19.101751 18.289745 18.413788 17.822222]"
111,BTbGhXZvjdSFubTBg,39,3,square body guy,J,"[21.573635 19.920855 22.471533 23.619915 20.305235 22.465542 20.50922
 21.691217 20.151884 20.680641 19.984772 21.128777]"
112,BTbGhXZvjdSFubTBg,40,3,s shaped guy,L,"[21.290525 19.435093 22.045685 21.968    20.85028  21.774357 21.431356
 23.370869 20.843735 19.93585  19.42543  20.88921 ]"
113,BTbGhXZvjdSFubTBg,41,3,the flying ghost,C,"[16.06075  16.587671 21.551544 15.639986 17.614178 15.937819 16.68423
 15.298386 16.22437  15.586746 14.702036 15.372501]"
114,BTbGhXZvjdSFubTBg,42,3,zombie,A,"[17.177769 15.108113 17.606977 15.798367 15.194397 14.645751 16.738129
 16.22939  14.086067 15.418842 14.766433 15.814395]"
115,BTbGhXZvjdSFubTBg,43,3,bean bag guy,F,"[17.41035  16.57224  18.703342 17.134876 15.981561 22.241695 16.209373
 19.098127 15.755196 15.711244 15.551133 17.266712]"
116,BTbGhXZvjdSFubTBg,44,3,ice skater,I,"[17.338924 18.292948 19.59303  14.015323 17.117636 15.265526 17.681816
 14.657244 17.490826 15.190474 15.372765 17.128242]"
117,BTbGhXZvjdSFubTBg,45,3,sitting down with no arms legs to one side,H,"[14.516385  14.598563  17.374254  13.688104  15.71776   21.852484
 15.499618  13.99099   14.182517  12.10574   12.1549835 14.896244 ]"
118,BTbGhXZvjdSFubTBg,46,3,kung fu yoga expert,G,"[12.722002 16.650526 15.774192 12.799417 11.690798 14.385416 16.567148
 13.618825 13.576921 12.097445 11.229831 13.450728]"
119,BTbGhXZvjdSFubTBg,47,3,upside down top hat,D,"[17.005726  15.2725115 17.611874  15.358016  17.024338  17.917692
 16.357704  21.163406  13.679574  15.863121  16.002829  15.866256 ]"
120,BTbGhXZvjdSFubTBg,48,4,upside down top hat,D,"[17.005726  15.2725115 17.611874  15.358016  17.024338  17.917692
 16.357704  21.163406  13.679574  15.863121  16.002829  15.866256 ]"
121,BTbGhXZvjdSFubTBg,49,4,kung fu yoga guy again,G,"[13.939741  16.347069  14.468103  12.462244  11.886414  16.005491
 15.771578  13.491826  12.864237  11.695952  10.419347  11.9227295]"
122,BTbGhXZvjdSFubTBg,50,4,rabbit ears,E,"[14.432089 15.504222 15.828906 16.624912 19.63368  15.889388 16.301805
 16.249382 17.784067 14.780628 17.32227  15.909262]"
123,BTbGhXZvjdSFubTBg,51,4,bean bag guy,F,"[17.41035  16.57224  18.703342 17.134876 15.981561 22.241695 16.209373
 19.098127 15.755196 15.711244 15.551133 17.266712]"
124,BTbGhXZvjdSFubTBg,52,4,ice skater,I,"[17.338924 18.292948 19.59303  14.015323 17.117636 15.265526 17.681816
 14.657244 17.490826 15.190474 15.372765 17.128242]"
125,BTbGhXZvjdSFubTBg,53,4,s shape guy,L,"[22.403864 21.776281 23.550667 23.581375 23.047878 23.829065 22.716536
 23.337666 21.421762 20.843964 21.017447 23.400206]"
126,BTbGhXZvjdSFubTBg,54,4,halloween time zombie,A,"[14.450491  12.338502  12.665256  10.72092   11.6953535 10.678328
 13.042471  11.664856   9.140146  11.673429  10.699716  12.3622055]"
127,BTbGhXZvjdSFubTBg,55,4,sitting no arms and legs to one side I will call them Kevin,H,"[17.351088 17.628681 19.242672 17.547087 18.662792 21.54175  17.45905
 17.174059 16.888573 15.29773  15.90169  18.669832]"
128,BTbGhXZvjdSFubTBg,56,4,the beggar,K,"[16.030167 15.833979 15.338603 17.902987 17.236828 18.75796  15.886983
 13.755788 17.516068 13.850042 14.607737 17.65402 ]"
129,BTbGhXZvjdSFubTBg,57,4,square shape body guy,J,"[25.609919 24.17551  25.580444 26.725536 24.735079 26.39639  24.098177
 24.717262 22.881062 23.500534 23.30369  25.486076]"
130,BTbGhXZvjdSFubTBg,58,4,puking a triangle guy,B,"[21.060116 18.72378  20.861687 19.05469  22.0471   21.509478 19.83384
 17.780308 19.325108 18.676138 19.058676 19.247564]"
131,BTbGhXZvjdSFubTBg,59,4,the flying ghost,C,"[16.060743  16.58767   21.551544  15.639984  17.614178  15.937816
 16.684229  15.298386  16.224367  15.586744  14.702037  15.3724985]"
132,BTbGhXZvjdSFubTBg,60,5,s shape guy,L,"[22.403864 21.776278 23.550665 23.581371 23.047873 23.829062 22.716536
 23.337667 21.421757 20.84396  21.017447 23.400202]"
133,BTbGhXZvjdSFubTBg,61,5,ice skater,I,"[17.33892  18.292946 19.593025 14.015319 17.117634 15.265521 17.681812
 14.657241 17.490818 15.190464 15.372764 17.128239]"
