full_text,word_idx,word,logprob
speaker: half a pot with triangle on top,2, half a pot with triangle on top,-44.06668829917908
"speaker: priest holding Bible, facing left",0,,0.0
"speaker: priest holding Bible, facing left",1,peaker,-14.692818641662598
"speaker: priest holding Bible, facing left",2, priest holding Bible,-31.458777904510498
"speaker: priest holding Bible, facing left",3, facing left,-10.689542531967163
"speaker: man with arms out front, back leg up, facing left",0,,0.0
"speaker: man with arms out front, back leg up, facing left",1,peaker,-14.692818641662598
"speaker: man with arms out front, back leg up, facing left",2, man with arms out front,-33.18956756591797
"speaker: man with arms out front, back leg up, facing left",3, back leg up,-16.547847032546997
"speaker: man with arms out front, back leg up, facing left",4, facing left,-6.450515985488892
"speaker: no arms or legs, upright",0,,0.0
"speaker: no arms or legs, upright",1,peaker,-14.692818641662598
"speaker: no arms or legs, upright",2, no arms or legs,-25.40368941426277
"speaker: no arms or legs, upright",3, upright,-10.816543221473694
speaker: jumping off building with arms out front,0,,0.0
speaker: jumping off building with arms out front,1,peaker,-14.692818641662598
speaker: jumping off building with arms out front,2, jumping off building with arms out front,-46.505170583724976
"speaker: standing up from kneeling, facing right",0,,0.0
"speaker: standing up from kneeling, facing right",1,peaker,-14.692818641662598
"speaker: standing up from kneeling, facing right",2, standing up from kneeling,-30.379728078842163
"speaker: standing up from kneeling, facing right",3, facing right,-13.71644401550293
speaker: priest standing facing left with Bible,0,,0.0
speaker: priest standing facing left with Bible,1,peaker,-14.701105117797852
speaker: priest standing facing left with Bible,2, priest standing facing left with Bible,-40.650665283203125
speaker: facing left falling arms out one leg up,0,,0.0
speaker: facing left falling arms out one leg up,1,peaker,-14.701105117797852
speaker: facing left falling arms out one leg up,2, facing left falling arms out one leg up,-57.90431261062622
speaker: high heel shoe,0,,0.0
speaker: high heel shoe,1,peaker,-14.701105117797852
speaker: high heel shoe,2, high heel shoe,-24.524620056152344
speaker: half pot or bowl with triangle on top,0,,0.0
speaker: half pot or bowl with triangle on top,1,peaker,-14.701105117797852
speaker: half pot or bowl with triangle on top,2, half pot or bowl with triangle on top,-53.43028807640076
speaker: falling backward (sorry) facing left with arms up one leg out,0,,0.0
speaker: falling backward (sorry) facing left with arms up one leg out,1,peaker,-14.701105117797852
speaker: falling backward (sorry) facing left with arms up one leg out,2, falling backward (,-28.375112295150757
speaker: falling backward (sorry) facing left with arms up one leg out,3,orry,-8.844537734985352
speaker: falling backward (sorry) facing left with arms up one leg out,4, facing left with arms up one leg out,-40.412553548812866
speaker: jumping off building arms up,0,,0.0
speaker: jumping off building arms up,1,peaker,-14.701105117797852
speaker: jumping off building arms up,2, jumping off building arms up,-43.32288670539856
speaker: bunny ears,0,,0.0
speaker: bunny ears,1,peaker,-14.701105117797852
speaker: bunny ears,2, bunny ears,-22.05595564842224
speaker: relaxing in park,0,,0.0
speaker: relaxing in park,1,peaker,-14.701105117797852
speaker: relaxing in park,2, relaxing in park,-26.678723573684692
speaker: baby left bow in hair arms out,0,,0.0
speaker: baby left bow in hair arms out,1,peaker,-14.701105117797852
speaker: baby left bow in hair arms out,2, baby left bow in hair arms out,-58.15934419631958
speaker: no arms no legs,0,,0.0
speaker: no arms no legs,1,peaker,-14.701105117797852
speaker: no arms no legs,2, no arms no legs,-26.233407348394394
speaker: standing up with Bible facing right,0,,0.0
speaker: standing up with Bible facing right,1,peaker,-14.701105117797852
speaker: standing up with Bible facing right,2, standing up with Bible facing right,-48.261584520339966
speaker: kneeling with Bible facing right,0,,0.0
speaker: kneeling with Bible facing right,1,peaker,-14.701105117797852
speaker: kneeling with Bible facing right,2, kneeling with Bible facing right,-39.65793251991272
speaker: standing up from kneeling,0,,0.0
speaker: standing up from kneeling,1,peaker,-14.701105117797852
speaker: standing up from kneeling,2, standing up from kneeling,-30.313461542129517
"speaker: jumping off building, arms out",0,,0.0
"speaker: jumping off building, arms out",1,peaker,-14.701105117797852
"speaker: jumping off building, arms out",2, jumping off building,-27.80180335044861
"speaker: jumping off building, arms out",3, arms out,-11.961551904678345
"speaker: falling backwards, one leg up",0,,0.0
"speaker: falling backwards, one leg up",1,peaker,-14.701105117797852
"speaker: falling backwards, one leg up",2, falling backwards,-23.389294862747192
"speaker: falling backwards, one leg up",3, one leg up,-14.310978889465332
"speaker: falling forward, arms out front",0,,0.0
"speaker: falling forward, arms out front",1,peaker,-14.701105117797852
"speaker: falling forward, arms out front",2, falling forward,-22.733044862747192
"speaker: falling forward, arms out front",3, arms out front,-16.690344095230103
"speaker: priest standing up, facing left",0,,0.0
"speaker: priest standing up, facing left",1,peaker,-14.683879852294922
"speaker: priest standing up, facing left",2, priest standing up,-28.030717134475708
"speaker: priest standing up, facing left",3, facing left,-10.798839092254639
speaker: baby with bow on back of head,0,,0.0
speaker: baby with bow on back of head,1,peaker,-14.683879852294922
speaker: baby with bow on back of head,2, baby with bow on back of head,-38.99596118927002
speaker: relaxing in park,0,,0.0
speaker: relaxing in park,1,peaker,-14.683879852294922
speaker: relaxing in park,2, relaxing in park,-26.718420267105103
speaker: high heel shoe,0,,0.0
speaker: high heel shoe,1,peaker,-14.683879852294922
speaker: high heel shoe,2, high heel shoe,-24.558162450790405
"speaker: priest kneeling, heel up, facing right",0,,0.0
"speaker: priest kneeling, heel up, facing right",1,peaker,-14.683879852294922
"speaker: priest kneeling, heel up, facing right",2, priest kneeling,-26.15979790687561
"speaker: priest kneeling, heel up, facing right",3, heel up,-19.737592935562134
"speaker: priest kneeling, heel up, facing right",4, facing right,-7.517383337020874
speaker: pot with triangle on top,0,,0.0
speaker: pot with triangle on top,1,peaker,-14.683879852294922
speaker: pot with triangle on top,2, pot with triangle on top,-36.54738676548004
speaker: no arms or legs,0,,0.0
speaker: no arms or legs,1,peaker,-14.683879852294922
speaker: no arms or legs,2, no arms or legs,-25.35241425037384
speaker: bunny ears,0,,0.0
speaker: bunny ears,1,peaker,-14.683879852294922
speaker: bunny ears,2, bunny ears,-22.041613817214966
speaker: The person sitting down with its arms above its head,0,,0.0
speaker: The person sitting down with its arms above its head,1,peaker,-14.683879852294922
speaker: The person sitting down with its arms above its head,2, The person sitting down with its arms above its head,-48.978702157735825
"speaker: The person in a half kneeling position with the knees off the ground
listener: They look like they are holding something",0,,0.0
"speaker: The person in a half kneeling position with the knees off the ground
listener: They look like they are holding something",1,peaker,-14.683879852294922
"speaker: The person in a half kneeling position with the knees off the ground
listener: They look like they are holding something",2," The person in a half kneeling position with the knees off the ground
",-59.626068241894245
"speaker: The person in a half kneeling position with the knees off the ground
listener: They look like they are holding something",3,istener,-4.719210624694824
"speaker: The person in a half kneeling position with the knees off the ground
listener: They look like they are holding something",4, They look like they are holding something,-24.818375151604414
"speaker: The person with one leg up and the head tilted back
listener: reminds me of a zombie",0,,0.0
"speaker: The person with one leg up and the head tilted back
listener: reminds me of a zombie",1,peaker,-14.683879852294922
"speaker: The person with one leg up and the head tilted back
listener: reminds me of a zombie",2," The person with one leg up and the head tilted back
",-53.420594573020935
"speaker: The person with one leg up and the head tilted back
listener: reminds me of a zombie",3,istener,-4.582056045532227
"speaker: The person with one leg up and the head tilted back
listener: reminds me of a zombie",4, reminds me of a zombie,-24.95757595822215
"speaker: The person praying with head tilted up
listener: Are their arms in the air
speaker: not very high",0,,0.0
"speaker: The person praying with head tilted up
listener: Are their arms in the air
speaker: not very high",1,peaker,-14.683879852294922
"speaker: The person praying with head tilted up
listener: Are their arms in the air
speaker: not very high",2," The person praying with head tilted up
",-49.70038366317749
"speaker: The person praying with head tilted up
listener: Are their arms in the air
speaker: not very high",3,istener,-3.0924980640411377
"speaker: The person praying with head tilted up
listener: Are their arms in the air
speaker: not very high",4," Are their arms in the air
",-30.0354539565742
"speaker: The person praying with head tilted up
listener: Are their arms in the air
speaker: not very high",5,peaker,-4.105270862579346
"speaker: The person praying with head tilted up
listener: Are their arms in the air
speaker: not very high",6, not very high,-17.831953339278698
"speaker: sitting down in a slouched position
listener: kinda like me rn
speaker: arms down
listener: Legs or no legs
speaker: legs
listener: In a bean bag chair",0,,0.0
"speaker: sitting down in a slouched position
listener: kinda like me rn
speaker: arms down
listener: Legs or no legs
speaker: legs
listener: In a bean bag chair",1,peaker,-14.683879852294922
"speaker: sitting down in a slouched position
listener: kinda like me rn
speaker: arms down
listener: Legs or no legs
speaker: legs
listener: In a bean bag chair",2, sitting down in a sl,-31.355844140052795
"speaker: sitting down in a slouched position
listener: kinda like me rn
speaker: arms down
listener: Legs or no legs
speaker: legs
listener: In a bean bag chair",3,"uched position
",-3.5654949247837067
"speaker: sitting down in a slouched position
listener: kinda like me rn
speaker: arms down
listener: Legs or no legs
speaker: legs
listener: In a bean bag chair",4,istener,-6.362366676330566
"speaker: sitting down in a slouched position
listener: kinda like me rn
speaker: arms down
listener: Legs or no legs
speaker: legs
listener: In a bean bag chair",5," kinda like me rn
",-26.203846231102943
"speaker: sitting down in a slouched position
listener: kinda like me rn
speaker: arms down
listener: Legs or no legs
speaker: legs
listener: In a bean bag chair",6,peaker,-3.259683132171631
"speaker: sitting down in a slouched position
listener: kinda like me rn
speaker: arms down
listener: Legs or no legs
speaker: legs
listener: In a bean bag chair",7," arms down
",-17.707641877233982
"speaker: sitting down in a slouched position
listener: kinda like me rn
speaker: arms down
listener: Legs or no legs
speaker: legs
listener: In a bean bag chair",8,istener,-0.39347898960113525
"speaker: sitting down in a slouched position
listener: kinda like me rn
speaker: arms down
listener: Legs or no legs
speaker: legs
listener: In a bean bag chair",9," Legs or no legs
",-26.80817709863186
"speaker: sitting down in a slouched position
listener: kinda like me rn
speaker: arms down
listener: Legs or no legs
speaker: legs
listener: In a bean bag chair",10,peaker,-0.2934703230857849
"speaker: sitting down in a slouched position
listener: kinda like me rn
speaker: arms down
listener: Legs or no legs
speaker: legs
listener: In a bean bag chair",11," legs
",-4.986521944403648
"speaker: sitting down in a slouched position
listener: kinda like me rn
speaker: arms down
listener: Legs or no legs
speaker: legs
listener: In a bean bag chair",12,istener,-0.14151565730571747
"speaker: sitting down in a slouched position
listener: kinda like me rn
speaker: arms down
listener: Legs or no legs
speaker: legs
listener: In a bean bag chair",13, In a bean bag chair,-17.16765986662358
"speaker: upright with a square back
listener: Are they holding a tray
listener: Sitting, standing, kneeling
listener: Are they holding a top hat upside down
speaker: standing
listener: Do they have a wide body that isn't symmetrical",0,,0.0
"speaker: upright with a square back
listener: Are they holding a tray
listener: Sitting, standing, kneeling
listener: Are they holding a top hat upside down
speaker: standing
listener: Do they have a wide body that isn't symmetrical",1,peaker,-14.683879852294922
"speaker: upright with a square back
listener: Are they holding a tray
listener: Sitting, standing, kneeling
listener: Are they holding a top hat upside down
speaker: standing
listener: Do they have a wide body that isn't symmetrical",2," upright with a square back
",-36.15154004096985
"speaker: upright with a square back
listener: Are they holding a tray
listener: Sitting, standing, kneeling
listener: Are they holding a top hat upside down
speaker: standing
listener: Do they have a wide body that isn't symmetrical",3,istener,-10.100273132324219
"speaker: upright with a square back
listener: Are they holding a tray
listener: Sitting, standing, kneeling
listener: Are they holding a top hat upside down
speaker: standing
listener: Do they have a wide body that isn't symmetrical",4," Are they holding a tray
",-32.75981982238591
"speaker: upright with a square back
listener: Are they holding a tray
listener: Sitting, standing, kneeling
listener: Are they holding a top hat upside down
speaker: standing
listener: Do they have a wide body that isn't symmetrical",5,istener,-3.1220598220825195
"speaker: upright with a square back
listener: Are they holding a tray
listener: Sitting, standing, kneeling
listener: Are they holding a top hat upside down
speaker: standing
listener: Do they have a wide body that isn't symmetrical",6, Sitting,-6.988827459514141
"speaker: upright with a square back
listener: Are they holding a tray
listener: Sitting, standing, kneeling
listener: Are they holding a top hat upside down
speaker: standing
listener: Do they have a wide body that isn't symmetrical",7, standing,-6.680221796035767
"speaker: upright with a square back
listener: Are they holding a tray
listener: Sitting, standing, kneeling
listener: Are they holding a top hat upside down
speaker: standing
listener: Do they have a wide body that isn't symmetrical",8," kneeling
",-6.339136123657227
"speaker: upright with a square back
listener: Are they holding a tray
listener: Sitting, standing, kneeling
listener: Are they holding a top hat upside down
speaker: standing
listener: Do they have a wide body that isn't symmetrical",9,istener,-1.7391051054000854
"speaker: upright with a square back
listener: Are they holding a tray
listener: Sitting, standing, kneeling
listener: Are they holding a top hat upside down
speaker: standing
listener: Do they have a wide body that isn't symmetrical",10," Are they holding a top hat upside down
",-24.113464754074812
"speaker: upright with a square back
listener: Are they holding a tray
listener: Sitting, standing, kneeling
listener: Are they holding a top hat upside down
speaker: standing
listener: Do they have a wide body that isn't symmetrical",11,peaker,-1.3783239126205444
"speaker: upright with a square back
listener: Are they holding a tray
listener: Sitting, standing, kneeling
listener: Are they holding a top hat upside down
speaker: standing
listener: Do they have a wide body that isn't symmetrical",12," standing
",-6.762093270197511
"speaker: upright with a square back
listener: Are they holding a tray
listener: Sitting, standing, kneeling
listener: Are they holding a top hat upside down
speaker: standing
listener: Do they have a wide body that isn't symmetrical",13,istener,-0.7479265928268433
"speaker: upright with a square back
listener: Are they holding a tray
listener: Sitting, standing, kneeling
listener: Are they holding a top hat upside down
speaker: standing
listener: Do they have a wide body that isn't symmetrical",14, Do they have a wide body that isn,-28.254685988649726
"speaker: upright with a square back
listener: Are they holding a tray
listener: Sitting, standing, kneeling
listener: Are they holding a top hat upside down
speaker: standing
listener: Do they have a wide body that isn't symmetrical",15,t sym,-4.627022475004196
"speaker: upright with a square back
listener: Are they holding a tray
listener: Sitting, standing, kneeling
listener: Are they holding a top hat upside down
speaker: standing
listener: Do they have a wide body that isn't symmetrical",16,etrical,-0.015781152993440628
"speaker: a person standing holding out their hands,
listener: Both feet on the ground
listener: Inverted top hat in hands
listener: Are they side on
listener: Wait, holding OUT their hands, or holding UP their hands
speaker: yes inverted top hat
listener: lol top hat",0,,0.0
"speaker: a person standing holding out their hands,
listener: Both feet on the ground
listener: Inverted top hat in hands
listener: Are they side on
listener: Wait, holding OUT their hands, or holding UP their hands
speaker: yes inverted top hat
listener: lol top hat",1,peaker,-14.683879852294922
"speaker: a person standing holding out their hands,
listener: Both feet on the ground
listener: Inverted top hat in hands
listener: Are they side on
listener: Wait, holding OUT their hands, or holding UP their hands
speaker: yes inverted top hat
listener: lol top hat",2," a person standing holding out their hands,
",-44.3071391582489
"speaker: a person standing holding out their hands,
listener: Both feet on the ground
listener: Inverted top hat in hands
listener: Are they side on
listener: Wait, holding OUT their hands, or holding UP their hands
speaker: yes inverted top hat
listener: lol top hat",3,istener,-6.132566452026367
"speaker: a person standing holding out their hands,
listener: Both feet on the ground
listener: Inverted top hat in hands
listener: Are they side on
listener: Wait, holding OUT their hands, or holding UP their hands
speaker: yes inverted top hat
listener: lol top hat",4," Both feet on the ground
",-22.807476960122585
"speaker: a person standing holding out their hands,
listener: Both feet on the ground
listener: Inverted top hat in hands
listener: Are they side on
listener: Wait, holding OUT their hands, or holding UP their hands
speaker: yes inverted top hat
listener: lol top hat",5,istener,-4.783411979675293
"speaker: a person standing holding out their hands,
listener: Both feet on the ground
listener: Inverted top hat in hands
listener: Are they side on
listener: Wait, holding OUT their hands, or holding UP their hands
speaker: yes inverted top hat
listener: lol top hat",6, In,-5.342323988676071
"speaker: a person standing holding out their hands,
listener: Both feet on the ground
listener: Inverted top hat in hands
listener: Are they side on
listener: Wait, holding OUT their hands, or holding UP their hands
speaker: yes inverted top hat
listener: lol top hat",7,"erted top hat in hands
",-24.318823516368866
"speaker: a person standing holding out their hands,
listener: Both feet on the ground
listener: Inverted top hat in hands
listener: Are they side on
listener: Wait, holding OUT their hands, or holding UP their hands
speaker: yes inverted top hat
listener: lol top hat",8,istener,-1.442542314529419
"speaker: a person standing holding out their hands,
listener: Both feet on the ground
listener: Inverted top hat in hands
listener: Are they side on
listener: Wait, holding OUT their hands, or holding UP their hands
speaker: yes inverted top hat
listener: lol top hat",9," Are they side on
",-32.39853391982615
"speaker: a person standing holding out their hands,
listener: Both feet on the ground
listener: Inverted top hat in hands
listener: Are they side on
listener: Wait, holding OUT their hands, or holding UP their hands
speaker: yes inverted top hat
listener: lol top hat",10,istener,-1.093977451324463
