full_text,word_idx,word,logprob
"kneeling in gown with Bible in hand, facing to the right heel up in back",0,kneeling,-20.537556052207947
"kneeling in gown with Bible in hand, facing to the right heel up in back",1,in,-3.134801149368286
"kneeling in gown with Bible in hand, facing to the right heel up in back",2,gown,-13.021103858947754
"kneeling in gown with Bible in hand, facing to the right heel up in back",3,with,-2.2472176551818848
"kneeling in gown with Bible in hand, facing to the right heel up in back",4,Bible,-7.674308776855469
"kneeling in gown with Bible in hand, facing to the right heel up in back",5,in,-2.2383668422698975
"kneeling in gown with Bible in hand, facing to the right heel up in back",6,"hand,",-2.394797921180725
"kneeling in gown with Bible in hand, facing to the right heel up in back",7,facing,-4.182496070861816
"kneeling in gown with Bible in hand, facing to the right heel up in back",8,to,-3.61299204826355
"kneeling in gown with Bible in hand, facing to the right heel up in back",9,the,-0.4558938145637512
"kneeling in gown with Bible in hand, facing to the right heel up in back",10,right,-0.6124690771102905
"kneeling in gown with Bible in hand, facing to the right heel up in back",11,heel,-13.30013656616211
"kneeling in gown with Bible in hand, facing to the right heel up in back",12,up,-4.512434482574463
"kneeling in gown with Bible in hand, facing to the right heel up in back",13,in,-3.6078221797943115
"kneeling in gown with Bible in hand, facing to the right heel up in back",14,back,-6.118160724639893
"Starting to stand after kneeling facing right, Bible still in hand",0,Starting,-9.458318710327148
"Starting to stand after kneeling facing right, Bible still in hand",1,to,-2.95985746383667
"Starting to stand after kneeling facing right, Bible still in hand",2,stand,-9.880403518676758
"Starting to stand after kneeling facing right, Bible still in hand",3,after,-7.034143447875977
"Starting to stand after kneeling facing right, Bible still in hand",4,kneeling,-5.039434909820557
"Starting to stand after kneeling facing right, Bible still in hand",5,facing,-8.862798690795898
"Starting to stand after kneeling facing right, Bible still in hand",6,"right,",-6.783694505691528
"Starting to stand after kneeling facing right, Bible still in hand",7,Bible,-11.880960464477539
"Starting to stand after kneeling facing right, Bible still in hand",8,still,-8.130956649780273
"Starting to stand after kneeling facing right, Bible still in hand",9,in,-0.35691869258880615
"Starting to stand after kneeling facing right, Bible still in hand",10,hand,-0.6628230810165405
"standing, but falling backward facing left right foot in the air arms out",0,"standing,",-16.3607656955719
"standing, but falling backward facing left right foot in the air arms out",1,but,-6.175323963165283
"standing, but falling backward facing left right foot in the air arms out",2,falling,-6.54366397857666
"standing, but falling backward facing left right foot in the air arms out",3,backward,-5.585744857788086
"standing, but falling backward facing left right foot in the air arms out",4,facing,-7.423567771911621
"standing, but falling backward facing left right foot in the air arms out",5,left,-2.7808799743652344
"standing, but falling backward facing left right foot in the air arms out",6,right,-5.025598049163818
"standing, but falling backward facing left right foot in the air arms out",7,foot,-5.964455604553223
"standing, but falling backward facing left right foot in the air arms out",8,in,-2.9430432319641113
"standing, but falling backward facing left right foot in the air arms out",9,the,-2.218412160873413
"standing, but falling backward facing left right foot in the air arms out",10,air,-0.3906368613243103
"standing, but falling backward facing left right foot in the air arms out",11,arms,-5.036370277404785
"standing, but falling backward facing left right foot in the air arms out",12,out,-1.6789251565933228
Priest standing up straight facing left reading from Bible,0,Priest,-11.959240913391113
Priest standing up straight facing left reading from Bible,1,standing,-9.223362922668457
Priest standing up straight facing left reading from Bible,2,up,-4.340235710144043
Priest standing up straight facing left reading from Bible,3,straight,-5.99179220199585
Priest standing up straight facing left reading from Bible,4,facing,-5.261381149291992
Priest standing up straight facing left reading from Bible,5,left,-2.882824182510376
Priest standing up straight facing left reading from Bible,6,reading,-4.310070037841797
Priest standing up straight facing left reading from Bible,7,from,-0.8778179287910461
Priest standing up straight facing left reading from Bible,8,Bible,-5.793974876403809
Guy relaxing in the park facing left arms to side (not visible) knees up,0,Guy,-9.302068710327148
Guy relaxing in the park facing left arms to side (not visible) knees up,1,relaxing,-11.461935043334961
Guy relaxing in the park facing left arms to side (not visible) knees up,2,in,-1.4797567129135132
Guy relaxing in the park facing left arms to side (not visible) knees up,3,the,-2.0884687900543213
Guy relaxing in the park facing left arms to side (not visible) knees up,4,park,-3.4073410034179688
Guy relaxing in the park facing left arms to side (not visible) knees up,5,facing,-9.832901954650879
Guy relaxing in the park facing left arms to side (not visible) knees up,6,left,-3.654801607131958
Guy relaxing in the park facing left arms to side (not visible) knees up,7,arms,-9.445304870605469
Guy relaxing in the park facing left arms to side (not visible) knees up,8,to,-4.597872734069824
Guy relaxing in the park facing left arms to side (not visible) knees up,9,side,-1.9204643964767456
Guy relaxing in the park facing left arms to side (not visible) knees up,10,(not,-9.511763572692871
Guy relaxing in the park facing left arms to side (not visible) knees up,11,visible),-4.761438488960266
Guy relaxing in the park facing left arms to side (not visible) knees up,12,knees,-6.714587211608887
Guy relaxing in the park facing left arms to side (not visible) knees up,13,up,-2.4886486530303955
"standing, but falling forward left leg on ground right foot in air arms out to catch himself face left",0,"standing,",-16.3607656955719
"standing, but falling forward left leg on ground right foot in air arms out to catch himself face left",1,but,-6.175323963165283
"standing, but falling forward left leg on ground right foot in air arms out to catch himself face left",2,falling,-6.54366397857666
"standing, but falling forward left leg on ground right foot in air arms out to catch himself face left",3,forward,-3.273245096206665
"standing, but falling forward left leg on ground right foot in air arms out to catch himself face left",4,left,-6.484086513519287
"standing, but falling forward left leg on ground right foot in air arms out to catch himself face left",5,leg,-2.9221787452697754
"standing, but falling forward left leg on ground right foot in air arms out to catch himself face left",6,on,-3.7189619541168213
"standing, but falling forward left leg on ground right foot in air arms out to catch himself face left",7,ground,-2.211912155151367
"standing, but falling forward left leg on ground right foot in air arms out to catch himself face left",8,right,-2.8771514892578125
"standing, but falling forward left leg on ground right foot in air arms out to catch himself face left",9,foot,-4.223775863647461
"standing, but falling forward left leg on ground right foot in air arms out to catch himself face left",10,in,-2.188591957092285
"standing, but falling forward left leg on ground right foot in air arms out to catch himself face left",11,air,-0.94949871301651
"standing, but falling forward left leg on ground right foot in air arms out to catch himself face left",12,arms,-4.303155899047852
"standing, but falling forward left leg on ground right foot in air arms out to catch himself face left",13,out,-1.661260724067688
"standing, but falling forward left leg on ground right foot in air arms out to catch himself face left",14,to,-0.8822089433670044
"standing, but falling forward left leg on ground right foot in air arms out to catch himself face left",15,catch,-7.7240800857543945
"standing, but falling forward left leg on ground right foot in air arms out to catch himself face left",16,himself,-4.020023822784424
"standing, but falling forward left leg on ground right foot in air arms out to catch himself face left",17,face,-5.8019938468933105
"standing, but falling forward left leg on ground right foot in air arms out to catch himself face left",18,left,-5.750427722930908
kid facing right sitting on butt knees up slightly wearing bunny ears,0,kid,-10.270818710327148
kid facing right sitting on butt knees up slightly wearing bunny ears,1,facing,-9.609067916870117
kid facing right sitting on butt knees up slightly wearing bunny ears,2,right,-2.8586292266845703
kid facing right sitting on butt knees up slightly wearing bunny ears,3,sitting,-3.6617846488952637
kid facing right sitting on butt knees up slightly wearing bunny ears,4,on,-0.5873115062713623
kid facing right sitting on butt knees up slightly wearing bunny ears,5,butt,-7.7770771980285645
kid facing right sitting on butt knees up slightly wearing bunny ears,6,knees,-7.030168533325195
kid facing right sitting on butt knees up slightly wearing bunny ears,7,up,-1.390726923942566
kid facing right sitting on butt knees up slightly wearing bunny ears,8,slightly,-7.043407440185547
kid facing right sitting on butt knees up slightly wearing bunny ears,9,wearing,-8.318496704101562
kid facing right sitting on butt knees up slightly wearing bunny ears,10,bunny,-7.944961071014404
kid facing right sitting on butt knees up slightly wearing bunny ears,11,ears,-0.23940785229206085
aaagh!! right half of a bowl or plant pot showing with a triangle on the top right edge not the very edge,0,aaagh!!,-29.953293800354004
aaagh!! right half of a bowl or plant pot showing with a triangle on the top right edge not the very edge,1,right,-10.015240669250488
aaagh!! right half of a bowl or plant pot showing with a triangle on the top right edge not the very edge,2,half,-6.507113933563232
aaagh!! right half of a bowl or plant pot showing with a triangle on the top right edge not the very edge,3,of,-0.5743507146835327
aaagh!! right half of a bowl or plant pot showing with a triangle on the top right edge not the very edge,4,a,-3.121542453765869
aaagh!! right half of a bowl or plant pot showing with a triangle on the top right edge not the very edge,5,bowl,-10.1001558303833
aaagh!! right half of a bowl or plant pot showing with a triangle on the top right edge not the very edge,6,or,-4.83904504776001
aaagh!! right half of a bowl or plant pot showing with a triangle on the top right edge not the very edge,7,plant,-9.401237487792969
aaagh!! right half of a bowl or plant pot showing with a triangle on the top right edge not the very edge,8,pot,-1.9848448038101196
aaagh!! right half of a bowl or plant pot showing with a triangle on the top right edge not the very edge,9,showing,-7.419059753417969
aaagh!! right half of a bowl or plant pot showing with a triangle on the top right edge not the very edge,10,with,-5.810649871826172
aaagh!! right half of a bowl or plant pot showing with a triangle on the top right edge not the very edge,11,a,-1.6549302339553833
aaagh!! right half of a bowl or plant pot showing with a triangle on the top right edge not the very edge,12,triangle,-5.263633728027344
aaagh!! right half of a bowl or plant pot showing with a triangle on the top right edge not the very edge,13,on,-2.1227102279663086
aaagh!! right half of a bowl or plant pot showing with a triangle on the top right edge not the very edge,14,the,-1.1769136190414429
aaagh!! right half of a bowl or plant pot showing with a triangle on the top right edge not the very edge,15,top,-1.6150095462799072
aaagh!! right half of a bowl or plant pot showing with a triangle on the top right edge not the very edge,16,right,-2.4815926551818848
aaagh!! right half of a bowl or plant pot showing with a triangle on the top right edge not the very edge,17,edge,-4.001544952392578
aaagh!! right half of a bowl or plant pot showing with a triangle on the top right edge not the very edge,18,not,-7.444833755493164
aaagh!! right half of a bowl or plant pot showing with a triangle on the top right edge not the very edge,19,the,-3.1677074432373047
aaagh!! right half of a bowl or plant pot showing with a triangle on the top right edge not the very edge,20,very,-6.749073028564453
aaagh!! right half of a bowl or plant pot showing with a triangle on the top right edge not the very edge,21,edge,-3.56881046295166
Kneeling with bible facing to the right Heel up,0,Kneeling,-18.244808435440063
Kneeling with bible facing to the right Heel up,1,with,-4.741609573364258
Kneeling with bible facing to the right Heel up,2,bible,-9.012195587158203
Kneeling with bible facing to the right Heel up,3,facing,-8.25426197052002
Kneeling with bible facing to the right Heel up,4,to,-4.328698635101318
Kneeling with bible facing to the right Heel up,5,the,-0.37410879135131836
Kneeling with bible facing to the right Heel up,6,right,-1.3178375959396362
Kneeling with bible facing to the right Heel up,7,Heel,-15.17638635635376
Kneeling with bible facing to the right Heel up,8,up,-4.134521484375
Standing up from kneeling Bible still in hand,0,Standing,-9.723943710327148
Standing up from kneeling Bible still in hand,1,up,-3.6974904537200928
Standing up from kneeling Bible still in hand,2,from,-4.805729866027832
Standing up from kneeling Bible still in hand,3,kneeling,-4.841714859008789
Standing up from kneeling Bible still in hand,4,Bible,-10.031002044677734
Standing up from kneeling Bible still in hand,5,still,-11.538491249084473
Standing up from kneeling Bible still in hand,6,in,-4.232057571411133
Standing up from kneeling Bible still in hand,7,hand,-0.4303117096424103
Falling off building Arms in air,0,Falling,-16.284442901611328
Falling off building Arms in air,1,off,-5.350639820098877
Falling off building Arms in air,2,building,-10.545775413513184
Falling off building Arms in air,3,Arms,-13.991055488586426
Falling off building Arms in air,4,in,-4.156330108642578
Falling off building Arms in air,5,air,-4.768792152404785
Priest standing with bible Facing to the left,0,Priest,-11.959240913391113
Priest standing with bible Facing to the left,1,standing,-9.223362922668457
Priest standing with bible Facing to the left,2,with,-3.027735710144043
Priest standing with bible Facing to the left,3,bible,-6.813636779785156
Priest standing with bible Facing to the left,4,Facing,-12.198845863342285
Priest standing with bible Facing to the left,5,to,-5.324530601501465
Priest standing with bible Facing to the left,6,the,-0.5602712631225586
Priest standing with bible Facing to the left,7,left,-1.1059198379516602
Bunny ears,0,Bunny,-15.976550102233887
Bunny ears,1,ears,-5.407120227813721
"Falling backwards, facing left, arms out",0,Falling,-16.275927543640137
"Falling backwards, facing left, arms out",1,"backwards,",-11.070349216461182
"Falling backwards, facing left, arms out",2,facing,-6.086806297302246
"Falling backwards, facing left, arms out",3,"left,",-3.234199285507202
"Falling backwards, facing left, arms out",4,arms,-5.018496990203857
"Falling backwards, facing left, arms out",5,out,-1.7429660558700562
Half a pot with triangle on top,0,Half,-9.845845222473145
Half a pot with triangle on top,1,a,-2.9373679161071777
Half a pot with triangle on top,2,pot,-9.203032493591309
Half a pot with triangle on top,3,with,-4.318900108337402
Half a pot with triangle on top,4,triangle,-7.709171772003174
Half a pot with triangle on top,5,on,-3.8573975563049316
Half a pot with triangle on top,6,top,-0.7466186285018921
no arms or legs,0,no,-12.955220222473145
no arms or legs,1,arms,-9.447456359863281
no arms or legs,2,or,-2.0995969772338867
no arms or legs,3,legs,-0.38720250129699707
"high heel shoe, facing left",0,high,-12.195454597473145
"high heel shoe, facing left",1,heel,-6.851797103881836
"high heel shoe, facing left",2,"shoe,",-7.446379661560059
"high heel shoe, facing left",3,facing,-9.382173538208008
"high heel shoe, facing left",4,left,-1.92715322971344
"baby looking up with arms out, bow on back of head",0,baby,-9.064595222473145
"baby looking up with arms out, bow on back of head",1,looking,-8.164419174194336
"baby looking up with arms out, bow on back of head",2,up,-2.3214378356933594
"baby looking up with arms out, bow on back of head",3,with,-4.61116361618042
"baby looking up with arms out, bow on back of head",4,arms,-4.143321990966797
"baby looking up with arms out, bow on back of head",5,"out,",-3.3899279832839966
"baby looking up with arms out, bow on back of head",6,bow,-8.326298713684082
"baby looking up with arms out, bow on back of head",7,on,-4.666688919067383
"baby looking up with arms out, bow on back of head",8,back,-4.920335292816162
"baby looking up with arms out, bow on back of head",9,of,-1.3436331748962402
"baby looking up with arms out, bow on back of head",10,head,-0.3817974925041199
"arms out in front, back leg up, facing left",0,arms,-11.080220222473145
"arms out in front, back leg up, facing left",1,out,-6.456842422485352
"arms out in front, back leg up, facing left",2,in,-4.155718803405762
"arms out in front, back leg up, facing left",3,"front,",-4.279724955558777
"arms out in front, back leg up, facing left",4,back,-4.437963485717773
"arms out in front, back leg up, facing left",5,leg,-3.530355453491211
"arms out in front, back leg up, facing left",6,"up,",-3.87393718957901
"arms out in front, back leg up, facing left",7,facing,-6.857333183288574
"arms out in front, back leg up, facing left",8,left,-1.810032844543457
"sitting down, facing left, no arms visible",0,sitting,-17.490493297576904
"sitting down, facing left, no arms visible",1,"down,",-6.260548114776611
"sitting down, facing left, no arms visible",2,facing,-4.555595874786377
"sitting down, facing left, no arms visible",3,"left,",-2.5352239906787872
"sitting down, facing left, no arms visible",4,no,-5.180401802062988
"sitting down, facing left, no arms visible",5,arms,-4.461156845092773
"sitting down, facing left, no arms visible",6,visible,-3.7358627319335938
No arms or legs upright,0,No,-9.970845222473145
No arms or legs upright,1,arms,-10.399616241455078
No arms or legs upright,2,or,-2.172039031982422
No arms or legs upright,3,legs,-0.38314637541770935
No arms or legs upright,4,upright,-14.560382843017578
baby facing left sitting down bow in back of head,0,baby,-9.064595222473145
baby facing left sitting down bow in back of head,1,facing,-8.945669174194336
baby facing left sitting down bow in back of head,2,left,-3.9105615615844727
baby facing left sitting down bow in back of head,3,sitting,-3.920942544937134
baby facing left sitting down bow in back of head,4,down,-2.9819791316986084
baby facing left sitting down bow in back of head,5,bow,-9.366755485534668
baby facing left sitting down bow in back of head,6,in,-5.308849334716797
baby facing left sitting down bow in back of head,7,back,-5.004521369934082
baby facing left sitting down bow in back of head,8,of,-1.83889639377594
baby facing left sitting down bow in back of head,9,head,-0.6772462725639343
guy falling forward and left one leg up in back,0,guy,-16.90049934387207
guy falling forward and left one leg up in back,1,falling,-9.284749031066895
guy falling forward and left one leg up in back,2,forward,-6.257414817810059
guy falling forward and left one leg up in back,3,and,-2.7275002002716064
guy falling forward and left one leg up in back,4,left,-5.004209518432617
guy falling forward and left one leg up in back,5,one,-6.763405799865723
guy falling forward and left one leg up in back,6,leg,-2.953535556793213
guy falling forward and left one leg up in back,7,up,-2.6063151359558105
guy falling forward and left one leg up in back,8,in,-1.5014108419418335
guy falling forward and left one leg up in back,9,back,-6.281002044677734
kid sitting with bunny ears,0,kid,-10.298970222473145
kid sitting with bunny ears,1,sitting,-4.189366817474365
kid sitting with bunny ears,2,with,-4.002231121063232
kid sitting with bunny ears,3,bunny,-9.945476531982422
kid sitting with bunny ears,4,ears,-0.8634005188941956
starting to stand with Bible facing right,0,starting,-11.603657722473145
starting to stand with Bible facing right,1,to,-2.538766860961914
starting to stand with Bible facing right,2,stand,-10.087397575378418
starting to stand with Bible facing right,3,with,-5.726202964782715
starting to stand with Bible facing right,4,Bible,-9.918334007263184
starting to stand with Bible facing right,5,facing,-9.119363784790039
starting to stand with Bible facing right,6,right,-4.264631748199463
Priest standing facing left with Bible,0,Priest,-12.009091138839722
Priest standing facing left with Bible,1,standing,-9.201478004455566
Priest standing facing left with Bible,2,facing,-5.263321399688721
Priest standing facing left with Bible,3,left,-3.0826685428619385
Priest standing facing left with Bible,4,with,-2.563286781311035
Priest standing facing left with Bible,5,Bible,-6.739331245422363
guy relaxing in park facing left arms not visible,0,guy,-16.90049934387207
guy relaxing in park facing left arms not visible,1,relaxing,-9.784749031066895
guy relaxing in park facing left arms not visible,2,in,-1.4612197875976562
guy relaxing in park facing left arms not visible,3,park,-7.633368492126465
guy relaxing in park facing left arms not visible,4,facing,-9.212974548339844
guy relaxing in park facing left arms not visible,5,left,-3.4369521141052246
guy relaxing in park facing left arms not visible,6,arms,-8.880402565002441
guy relaxing in park facing left arms not visible,7,not,-7.482839584350586
guy relaxing in park facing left arms not visible,8,visible,-2.4722070693969727
jumping off building to the left arms up,0,jumping,-11.56639701128006
jumping off building to the left arms up,1,off,-5.631872177124023
jumping off building to the left arms up,2,building,-7.726095676422119
jumping off building to the left arms up,3,to,-4.986844539642334
jumping off building to the left arms up,4,the,-3.117825508117676
jumping off building to the left arms up,5,left,-2.3041577339172363
jumping off building to the left arms up,6,arms,-10.757287979125977
jumping off building to the left arms up,7,up,-2.5440449714660645
kneeling to right with Bible,0,kneeling,-20.529367923736572
kneeling to right with Bible,1,to,-4.9460601806640625
kneeling to right with Bible,2,right,-6.816892623901367
kneeling to right with Bible,3,with,-3.6273107528686523
kneeling to right with Bible,4,Bible,-8.464534759521484
half a bowl or pot with a triangle on top,0,half,-10.666157722473145
half a bowl or pot with a triangle on top,1,a,-2.8372769355773926
half a bowl or pot with a triangle on top,2,bowl,-10.19430160522461
half a bowl or pot with a triangle on top,3,or,-5.158148288726807
half a bowl or pot with a triangle on top,4,pot,-4.162485122680664
half a bowl or pot with a triangle on top,5,with,-3.9387965202331543
half a bowl or pot with a triangle on top,6,a,-1.5130510330200195
half a bowl or pot with a triangle on top,7,triangle,-7.3217926025390625
half a bowl or pot with a triangle on top,8,on,-2.34378981590271
half a bowl or pot with a triangle on top,9,top,-0.899398148059845
high heel shoe,0,high,-12.195454597473145
high heel shoe,1,heel,-6.851797103881836
high heel shoe,2,shoe,-2.9256181716918945
facing left one leg up arms up falling backward,0,facing,-20.037044048309326
facing left one leg up arms up falling backward,1,left,-5.466782569885254
facing left one leg up arms up falling backward,2,one,-6.580269813537598
facing left one leg up arms up falling backward,3,leg,-4.4892473220825195
facing left one leg up arms up falling backward,4,up,-2.872631788253784
facing left one leg up arms up falling backward,5,arms,-7.8983540534973145
facing left one leg up arms up falling backward,6,up,-1.8603805303573608
facing left one leg up arms up falling backward,7,falling,-8.074341773986816
facing left one leg up arms up falling backward,8,backward,-4.574136734008789
"guy sitting in park, no arms visible, facing left",0,guy,-16.90049934387207
"guy sitting in park, no arms visible, facing left",1,sitting,-4.9409990310668945
"guy sitting in park, no arms visible, facing left",2,in,-1.798922061920166
"guy sitting in park, no arms visible, facing left",3,"park,",-11.663062572479248
"guy sitting in park, no arms visible, facing left",4,no,-6.0205488204956055
"guy sitting in park, no arms visible, facing left",5,arms,-4.372368335723877
"guy sitting in park, no arms visible, facing left",6,"visible,",-5.577100336551666
"guy sitting in park, no arms visible, facing left",7,facing,-5.292510509490967
"guy sitting in park, no arms visible, facing left",8,left,-1.7759003639221191
high heel shoe,0,high,-12.195454597473145
high heel shoe,1,heel,-6.851797103881836
high heel shoe,2,shoe,-2.9256181716918945
"baby looking up, bow in back of head",0,baby,-9.064595222473145
"baby looking up, bow in back of head",1,looking,-8.164419174194336
"baby looking up, bow in back of head",2,"up,",-4.870101451873779
"baby looking up, bow in back of head",3,bow,-9.279791831970215
"baby looking up, bow in back of head",4,in,-5.651315689086914
"baby looking up, bow in back of head",5,back,-4.295234203338623
"baby looking up, bow in back of head",6,of,-2.0441787242889404
"baby looking up, bow in back of head",7,head,-0.516203761100769
bunny ears,0,bunny,-17.98743438720703
bunny ears,1,ears,-5.0545783042907715
"guy falling backward, arms out in front out*",0,guy,-16.90049934387207
"guy falling backward, arms out in front out*",1,falling,-9.284749031066895
"guy falling backward, arms out in front out*",2,"backward,",-9.258545398712158
"guy falling backward, arms out in front out*",3,arms,-7.689811706542969
"guy falling backward, arms out in front out*",4,out,-1.576737642288208
"guy falling backward, arms out in front out*",5,in,-4.0045576095581055
"guy falling backward, arms out in front out*",6,front,-1.3611900806427002
"guy falling backward, arms out in front out*",7,out*,-20.988333702087402
"priest kneeling with Bible, heel up",0,priest,-14.369677066802979
"priest kneeling with Bible, heel up",1,kneeling,-8.60429859161377
"priest kneeling with Bible, heel up",2,with,-2.7487409114837646
"priest kneeling with Bible, heel up",3,"Bible,",-8.187357425689697
"priest kneeling with Bible, heel up",4,heel,-11.304972648620605
"priest kneeling with Bible, heel up",5,up,-3.1753573417663574
half a pot with triangle on top,0,half,-10.666157722473145
half a pot with triangle on top,1,a,-2.8372769355773926
half a pot with triangle on top,2,pot,-9.25680160522461
half a pot with triangle on top,3,with,-4.833263874053955
half a pot with triangle on top,4,triangle,-7.6425347328186035
half a pot with triangle on top,5,on,-4.296184539794922
half a pot with triangle on top,6,top,-0.9280672073364258
"priest holding Bible, facing left",0,priest,-14.369677066802979
"priest holding Bible, facing left",1,holding,-7.3542985916137695
"priest holding Bible, facing left",2,"Bible,",-8.386431813240051
"priest holding Bible, facing left",3,facing,-6.440456390380859
"priest holding Bible, facing left",4,left,-1.4721845388412476
"man with arms out front, back leg up, facing left",0,man,-12.492329597473145
"man with arms out front, back leg up, facing left",1,with,-4.517057418823242
"man with arms out front, back leg up, facing left",2,arms,-5.372649192810059
"man with arms out front, back leg up, facing left",3,out,-1.838449239730835
"man with arms out front, back leg up, facing left",4,"front,",-9.252890944480896
"man with arms out front, back leg up, facing left",5,back,-3.1531147956848145
"man with arms out front, back leg up, facing left",6,leg,-5.160786151885986
"man with arms out front, back leg up, facing left",7,"up,",-3.354129135608673
"man with arms out front, back leg up, facing left",8,facing,-5.927139759063721
"man with arms out front, back leg up, facing left",9,left,-1.4111775159835815
"no arms or legs, upright",0,no,-12.955220222473145
"no arms or legs, upright",1,arms,-9.447456359863281
"no arms or legs, upright",2,or,-2.0995969772338867
"no arms or legs, upright",3,"legs,",-1.5340179204940796
"no arms or legs, upright",4,upright,-9.657419204711914
jumping off building with arms out front,0,jumping,-11.56639701128006
jumping off building with arms out front,1,off,-5.631872177124023
