full_text,word_idx,word,logprob
speaker: Guy relaxing in the park facing left arms to side (not visible) knees up,0,,0.0
speaker: Guy relaxing in the park facing left arms to side (not visible) knees up,1,peaker,-12.005256652832031
speaker: Guy relaxing in the park facing left arms to side (not visible) knees up,2, Guy relaxing in the park facing left arms to side (,-64.52283871173859
speaker: Guy relaxing in the park facing left arms to side (not visible) knees up,3,ot visible,-7.948215961456299
speaker: Guy relaxing in the park facing left arms to side (not visible) knees up,4, knees up,-9.905356287956238
"speaker: standing, but falling forward left leg on ground right foot in air arms out to catch himself
face left",0,,0.0
"speaker: standing, but falling forward left leg on ground right foot in air arms out to catch himself
face left",1,peaker,-12.005256652832031
"speaker: standing, but falling forward left leg on ground right foot in air arms out to catch himself
face left",2, standing,-13.77167797088623
"speaker: standing, but falling forward left leg on ground right foot in air arms out to catch himself
face left",3," but falling forward left leg on ground right foot in air arms out to catch himself
",-65.67362189292908
"speaker: standing, but falling forward left leg on ground right foot in air arms out to catch himself
face left",4,ace left,-12.70297908782959
speaker: kid facing right sitting on butt knees up slightly wearing bunny ears,0,,0.0
speaker: kid facing right sitting on butt knees up slightly wearing bunny ears,1,peaker,-12.005256652832031
speaker: kid facing right sitting on butt knees up slightly wearing bunny ears,2, kid facing right sitting on butt knees up slightly wearing bunny ears,-66.94160497188568
"speaker: aaagh!! right half of a bowl or plant pot showing with a triangle on the top right edge
not the very edge",0,,0.0
"speaker: aaagh!! right half of a bowl or plant pot showing with a triangle on the top right edge
not the very edge",1,peaker,-12.005256652832031
"speaker: aaagh!! right half of a bowl or plant pot showing with a triangle on the top right edge
not the very edge",2, aa,-14.50605297088623
"speaker: aaagh!! right half of a bowl or plant pot showing with a triangle on the top right edge
not the very edge",3,gh,-7.863306522369385
"speaker: aaagh!! right half of a bowl or plant pot showing with a triangle on the top right edge
not the very edge",4,"! right half of a bowl or plant pot showing with a triangle on the top right edge
",-92.08034771680832
"speaker: aaagh!! right half of a bowl or plant pot showing with a triangle on the top right edge
not the very edge",5,ot the very edge,-23.75604820251465
speaker: Kneeling with bible facing to the right Heel up,0,,0.0
speaker: Kneeling with bible facing to the right Heel up,1,peaker,-12.005256652832031
speaker: Kneeling with bible facing to the right Heel up,2, K,-9.67792797088623
speaker: Kneeling with bible facing to the right Heel up,3,e,-6.644821643829346
speaker: Kneeling with bible facing to the right Heel up,4,ling with bible facing to the right He,-36.22375589609146
speaker: Kneeling with bible facing to the right Heel up,5,l up,-9.171985626220703
speaker: Standing up from kneeling Bible still in hand,0,,0.0
speaker: Standing up from kneeling Bible still in hand,1,peaker,-12.005256652832031
speaker: Standing up from kneeling Bible still in hand,2, Standing up from kneeling Bible still in hand,-51.90972697734833
speaker: Falling off building Arms in air,0,,0.0
speaker: Falling off building Arms in air,1,peaker,-12.005256652832031
speaker: Falling off building Arms in air,2, Falling off building Arms in air,-50.47708606719971
speaker: Priest standing with bible Facing to the left,0,,0.0
speaker: Priest standing with bible Facing to the left,1,peaker,-12.005256652832031
speaker: Priest standing with bible Facing to the left,2, Priest standing with bible Facing to the left,-54.13899385929108
speaker: Bunny ears,0,,0.0
speaker: Bunny ears,1,peaker,-12.009099960327148
speaker: Bunny ears,2, Bunny ears,-20.823720693588257
"speaker: Falling backwards, facing left, arms out",0,,0.0
"speaker: Falling backwards, facing left, arms out",1,peaker,-12.009099960327148
"speaker: Falling backwards, facing left, arms out",2, Falling backwards,-24.05265736579895
"speaker: Falling backwards, facing left, arms out",3, facing left,-10.68629252910614
"speaker: Falling backwards, facing left, arms out",4, arms out,-7.1709014773368835
speaker: Half a pot with triangle on top,0,,0.0
speaker: Half a pot with triangle on top,1,peaker,-12.009099960327148
speaker: Half a pot with triangle on top,2, Half a pot with triangle on top,-40.97637850046158
speaker: no arms or legs,0,,0.0
speaker: no arms or legs,1,peaker,-12.009099960327148
speaker: no arms or legs,2, no arms or legs,-25.378348350524902
"speaker: high heel shoe, facing left",0,,0.0
"speaker: high heel shoe, facing left",1,peaker,-12.009099960327148
"speaker: high heel shoe, facing left",2, high heel shoe,-24.19594168663025
"speaker: high heel shoe, facing left",3, facing left,-14.088621497154236
"speaker: baby looking up with arms out, bow on back of head",0,,0.0
"speaker: baby looking up with arms out, bow on back of head",1,peaker,-12.009099960327148
"speaker: baby looking up with arms out, bow on back of head",2, baby looking up with arms out,-31.603244245052338
"speaker: baby looking up with arms out, bow on back of head",3, bow on back of head,-20.47638440132141
"speaker: arms out in front, back leg up, facing left",0,,0.0
"speaker: arms out in front, back leg up, facing left",1,peaker,-12.009099960327148
"speaker: arms out in front, back leg up, facing left",2, arms out in front,-23.39519813656807
"speaker: arms out in front, back leg up, facing left",3, back leg up,-12.810388565063477
"speaker: arms out in front, back leg up, facing left",4, facing left,-8.777076661586761
"speaker: sitting down, facing left, no arms visible",0,,0.0
"speaker: sitting down, facing left, no arms visible",1,peaker,-12.009099960327148
"speaker: sitting down, facing left, no arms visible",2, sitting down,-16.388350009918213
"speaker: sitting down, facing left, no arms visible",3, facing left,-8.737239599227905
"speaker: sitting down, facing left, no arms visible",4, no arms visible,-13.316798597574234
speaker: No arms or legs upright,0,,0.0
speaker: No arms or legs upright,1,peaker,-12.009099960327148
speaker: No arms or legs upright,2, No arms or legs upright,-38.050180450081825
speaker: baby facing left sitting down bow in back of head,0,,0.0
speaker: baby facing left sitting down bow in back of head,1,peaker,-12.009099960327148
speaker: baby facing left sitting down bow in back of head,2, baby facing left sitting down bow in back of head,-54.166456788778305
speaker: guy falling forward and left one leg up in back,0,,0.0
speaker: guy falling forward and left one leg up in back,1,peaker,-12.009099960327148
speaker: guy falling forward and left one leg up in back,2, guy falling forward and left one leg up in back,-58.41725504398346
speaker: kid sitting with bunny ears,0,,0.0
speaker: kid sitting with bunny ears,1,peaker,-12.009099960327148
speaker: kid sitting with bunny ears,2, kid sitting with bunny ears,-31.438420832157135
speaker: starting to stand with Bible facing right,0,,0.0
speaker: starting to stand with Bible facing right,1,peaker,-12.009099960327148
speaker: starting to stand with Bible facing right,2, starting to stand with Bible facing right,-51.98987317085266
speaker: Priest standing facing left with Bible,0,,0.0
speaker: Priest standing facing left with Bible,1,peaker,-12.009099960327148
speaker: Priest standing facing left with Bible,2, Priest standing facing left with Bible,-43.31746506690979
speaker: guy relaxing in park facing left arms not visible,0,,0.0
speaker: guy relaxing in park facing left arms not visible,1,peaker,-12.009099960327148
speaker: guy relaxing in park facing left arms not visible,2, guy relaxing in park facing left arms not visible,-64.605553150177
speaker: jumping off building to the left arms up,0,,0.0
speaker: jumping off building to the left arms up,1,peaker,-12.009099960327148
speaker: jumping off building to the left arms up,2, jumping off building to the left arms up,-49.82210314273834
speaker: kneeling to right with Bible,0,,0.0
speaker: kneeling to right with Bible,1,peaker,-12.009099960327148
speaker: kneeling to right with Bible,2, kneeling to right with Bible,-42.32966136932373
speaker: half a bowl or pot with a triangle on top,0,,0.0
speaker: half a bowl or pot with a triangle on top,1,peaker,-12.009099960327148
speaker: half a bowl or pot with a triangle on top,2, half a bowl or pot with a triangle on top,-50.420281410217285
speaker: high heel shoe,0,,0.0
speaker: high heel shoe,1,peaker,-12.009099960327148
speaker: high heel shoe,2, high heel shoe,-24.19594168663025
speaker: facing left one leg up arms up falling backward,0,,0.0
speaker: facing left one leg up arms up falling backward,1,peaker,-12.009099960327148
speaker: facing left one leg up arms up falling backward,2, facing left one leg up arms up falling backward,-56.244752645492554
"speaker: guy sitting in park, no arms visible, facing left",0,,0.0
"speaker: guy sitting in park, no arms visible, facing left",1,peaker,-12.009099960327148
"speaker: guy sitting in park, no arms visible, facing left",2, guy sitting in park,-30.891606092453003
"speaker: guy sitting in park, no arms visible, facing left",3, no arms visible,-16.62487494945526
"speaker: guy sitting in park, no arms visible, facing left",4, facing left,-7.330483049154282
speaker: high heel shoe,0,,0.0
speaker: high heel shoe,1,peaker,-12.009099960327148
speaker: high heel shoe,2, high heel shoe,-24.19594168663025
"speaker: baby looking up, bow in back of head",0,,0.0
"speaker: baby looking up, bow in back of head",1,peaker,-12.009099960327148
"speaker: baby looking up, bow in back of head",2, baby looking up,-23.336636304855347
"speaker: baby looking up, bow in back of head",3, bow in back of head,-23.837313145399094
speaker: bunny ears,0,,0.0
speaker: bunny ears,1,peaker,-12.009099960327148
speaker: bunny ears,2, bunny ears,-20.927239179611206
"speaker: guy falling backward, arms out in front
out*",0,,0.0
"speaker: guy falling backward, arms out in front
out*",1,peaker,-12.009099960327148
"speaker: guy falling backward, arms out in front
out*",2, guy falling backward,-30.149293184280396
"speaker: guy falling backward, arms out in front
out*",3," arms out in front
",-21.040199756622314
"speaker: guy falling backward, arms out in front
out*",4,ut,-8.42319107055664
"speaker: priest kneeling with Bible, heel up",0,,0.0
"speaker: priest kneeling with Bible, heel up",1,peaker,-12.009099960327148
"speaker: priest kneeling with Bible, heel up",2, priest kneeling with Bible,-33.92068886756897
"speaker: priest kneeling with Bible, heel up",3, heel up,-16.537651896476746
speaker: half a pot with triangle on top,0,,0.0
speaker: half a pot with triangle on top,1,peaker,-12.009099960327148
speaker: half a pot with triangle on top,2, half a pot with triangle on top,-40.27992534637451
"speaker: priest holding Bible, facing left",0,,0.0
"speaker: priest holding Bible, facing left",1,peaker,-12.009099960327148
"speaker: priest holding Bible, facing left",2, priest holding Bible,-29.236133813858032
"speaker: priest holding Bible, facing left",3, facing left,-8.628726482391357
"speaker: man with arms out front, back leg up, facing left",0,,0.0
"speaker: man with arms out front, back leg up, facing left",1,peaker,-12.009099960327148
"speaker: man with arms out front, back leg up, facing left",2, man with arms out front,-29.823641180992126
"speaker: man with arms out front, back leg up, facing left",3, back leg up,-12.560389995574951
"speaker: man with arms out front, back leg up, facing left",4, facing left,-7.4554948806762695
"speaker: no arms or legs, upright",0,,0.0
"speaker: no arms or legs, upright",1,peaker,-12.009099960327148
"speaker: no arms or legs, upright",2, no arms or legs,-25.378348350524902
"speaker: no arms or legs, upright",3, upright,-9.155111074447632
speaker: jumping off building with arms out front,0,,0.0
speaker: jumping off building with arms out front,1,peaker,-12.009099960327148
speaker: jumping off building with arms out front,2, jumping off building with arms out front,-44.659435510635376
"speaker: standing up from kneeling, facing right",0,,0.0
"speaker: standing up from kneeling, facing right",1,peaker,-12.009099960327148
"speaker: standing up from kneeling, facing right",2, standing up from kneeling,-27.92120099067688
"speaker: standing up from kneeling, facing right",3, facing right,-9.888319253921509
speaker: priest standing facing left with Bible,0,,0.0
speaker: priest standing facing left with Bible,1,peaker,-12.004048347473145
speaker: priest standing facing left with Bible,2, priest standing facing left with Bible,-42.010260343551636
speaker: facing left falling arms out one leg up,0,,0.0
speaker: facing left falling arms out one leg up,1,peaker,-12.004048347473145
speaker: facing left falling arms out one leg up,2, facing left falling arms out one leg up,-51.287861466407776
speaker: high heel shoe,0,,0.0
speaker: high heel shoe,1,peaker,-12.004048347473145
speaker: high heel shoe,2, high heel shoe,-24.195777654647827
speaker: half pot or bowl with triangle on top,0,,0.0
speaker: half pot or bowl with triangle on top,1,peaker,-12.004048347473145
speaker: half pot or bowl with triangle on top,2, half pot or bowl with triangle on top,-52.65323996543884
speaker: falling backward (sorry) facing left with arms up one leg out,0,,0.0
speaker: falling backward (sorry) facing left with arms up one leg out,1,peaker,-12.004048347473145
speaker: falling backward (sorry) facing left with arms up one leg out,2, falling backward (,-27.092432737350464
speaker: falling backward (sorry) facing left with arms up one leg out,3,orry,-8.272726058959961
speaker: falling backward (sorry) facing left with arms up one leg out,4, facing left with arms up one leg out,-38.11369442939758
speaker: jumping off building arms up,0,,0.0
speaker: jumping off building arms up,1,peaker,-12.004048347473145
speaker: jumping off building arms up,2, jumping off building arms up,-41.379634618759155
speaker: bunny ears,0,,0.0
speaker: bunny ears,1,peaker,-12.004048347473145
speaker: bunny ears,2, bunny ears,-20.90614104270935
speaker: relaxing in park,0,,0.0
speaker: relaxing in park,1,peaker,-12.004048347473145
speaker: relaxing in park,2, relaxing in park,-26.829917669296265
speaker: baby left bow in hair arms out,0,,0.0
speaker: baby left bow in hair arms out,1,peaker,-12.004048347473145
speaker: baby left bow in hair arms out,2, baby left bow in hair arms out,-55.31911599636078
speaker: no arms no legs,0,,0.0
speaker: no arms no legs,1,peaker,-12.004048347473145
speaker: no arms no legs,2, no arms no legs,-27.118690699338913
speaker: standing up with Bible facing right,0,,0.0
speaker: standing up with Bible facing right,1,peaker,-12.004048347473145
speaker: standing up with Bible facing right,2, standing up with Bible facing right,-44.39061236381531
speaker: kneeling with Bible facing right,0,,0.0
speaker: kneeling with Bible facing right,1,peaker,-12.004048347473145
speaker: kneeling with Bible facing right,2, kneeling with Bible facing right,-42.16968607902527
speaker: standing up from kneeling,0,,0.0
speaker: standing up from kneeling,1,peaker,-12.004048347473145
speaker: standing up from kneeling,2, standing up from kneeling,-27.750766038894653
"speaker: jumping off building, arms out",0,,0.0
"speaker: jumping off building, arms out",1,peaker,-12.004048347473145
"speaker: jumping off building, arms out",2, jumping off building,-29.052796125411987
"speaker: jumping off building, arms out",3, arms out,-9.818555355072021
"speaker: falling backwards, one leg up",0,,0.0
"speaker: falling backwards, one leg up",1,peaker,-12.004048347473145
"speaker: falling backwards, one leg up",2, falling backwards,-23.191101789474487
"speaker: falling backwards, one leg up",3, one leg up,-12.03009557723999
"speaker: falling forward, arms out front",0,,0.0
"speaker: falling forward, arms out front",1,peaker,-12.004048347473145
"speaker: falling forward, arms out front",2, falling forward,-23.066101789474487
"speaker: falling forward, arms out front",3, arms out front,-14.846031308174133
"speaker: priest standing up, facing left",0,,0.0
"speaker: priest standing up, facing left",1,peaker,-12.005256652832031
"speaker: priest standing up, facing left",2, priest standing up,-25.9828839302063
"speaker: priest standing up, facing left",3, facing left,-8.39679229259491
speaker: baby with bow on back of head,0,,0.0
speaker: baby with bow on back of head,1,peaker,-12.005256652832031
speaker: baby with bow on back of head,2, baby with bow on back of head,-36.39039292931557
speaker: relaxing in park,0,,0.0
speaker: relaxing in park,1,peaker,-12.005256652832031
speaker: relaxing in park,2, relaxing in park,-26.803561687469482
speaker: high heel shoe,0,,0.0
speaker: high heel shoe,1,peaker,-12.005256652832031
speaker: high heel shoe,2, high heel shoe,-24.275484800338745
"speaker: priest kneeling, heel up, facing right",0,,0.0
"speaker: priest kneeling, heel up, facing right",1,peaker,-12.005256652832031
"speaker: priest kneeling, heel up, facing right",2, priest kneeling,-23.831632614135742
"speaker: priest kneeling, heel up, facing right",3, heel up,-17.123764872550964
"speaker: priest kneeling, heel up, facing right",4, facing right,-7.098172426223755
speaker: pot with triangle on top,0,,0.0
speaker: pot with triangle on top,1,peaker,-12.005256652832031
speaker: pot with triangle on top,2, pot with triangle on top,-33.181854486465454
speaker: no arms or legs,0,,0.0
speaker: no arms or legs,1,peaker,-12.005256652832031
speaker: no arms or legs,2, no arms or legs,-25.33940926194191
speaker: bunny ears,0,,0.0
speaker: bunny ears,1,peaker,-12.005256652832031
speaker: bunny ears,2, bunny ears,-21.02769899368286
speaker: The person sitting down with its arms above its head,0,,0.0
speaker: The person sitting down with its arms above its head,1,peaker,-12.005256652832031
speaker: The person sitting down with its arms above its head,2, The person sitting down with its arms above its head,-45.83629978168756
"speaker: The person in a half kneeling position with the knees off the ground
listener: They look like they are holding something",0,,0.0
"speaker: The person in a half kneeling position with the knees off the ground
listener: They look like they are holding something",1,peaker,-12.005256652832031
"speaker: The person in a half kneeling position with the knees off the ground
listener: They look like they are holding something",2," The person in a half kneeling position with the knees off the ground
",-66.81591494381428
"speaker: The person in a half kneeling position with the knees off the ground
listener: They look like they are holding something",3,istener,-4.986514568328857
"speaker: The person in a half kneeling position with the knees off the ground
listener: They look like they are holding something",4, They look like they are holding something,-20.925492407754064
"speaker: The person with one leg up and the head tilted back
listener: reminds me of a zombie",0,,0.0
"speaker: The person with one leg up and the head tilted back
listener: reminds me of a zombie",1,peaker,-12.005256652832031
"speaker: The person with one leg up and the head tilted back
listener: reminds me of a zombie",2," The person with one leg up and the head tilted back
",-49.60694032907486
"speaker: The person with one leg up and the head tilted back
listener: reminds me of a zombie",3,istener,-5.610886573791504
"speaker: The person with one leg up and the head tilted back
listener: reminds me of a zombie",4, reminds me of a zombie,-27.234359931200743
"speaker: The person praying with head tilted up
listener: Are their arms in the air
speaker: not very high",0,,0.0
"speaker: The person praying with head tilted up
listener: Are their arms in the air
speaker: not very high",1,peaker,-12.005256652832031
"speaker: The person praying with head tilted up
listener: Are their arms in the air
speaker: not very high",2," The person praying with head tilted up
",-50.77579975128174
"speaker: The person praying with head tilted up
listener: Are their arms in the air
speaker: not very high",3,istener,-4.160160541534424
"speaker: The person praying with head tilted up
listener: Are their arms in the air
speaker: not very high",4," Are their arms in the air
",-27.76344072446227
"speaker: The person praying with head tilted up
listener: Are their arms in the air
speaker: not very high",5,peaker,-2.0837562084198
"speaker: The person praying with head tilted up
listener: Are their arms in the air
speaker: not very high",6, not very high,-15.351279832422733
"speaker: sitting down in a slouched position
listener: kinda like me rn
speaker: arms down
listener: Legs or no legs
speaker: legs
listener: In a bean bag chair",0,,0.0
"speaker: sitting down in a slouched position
listener: kinda like me rn
speaker: arms down
listener: Legs or no legs
speaker: legs
listener: In a bean bag chair",1,peaker,-12.005256652832031
"speaker: sitting down in a slouched position
listener: kinda like me rn
speaker: arms down
listener: Legs or no legs
speaker: legs
listener: In a bean bag chair",2, sitting down in a sl,-28.176406145095825
"speaker: sitting down in a slouched position
listener: kinda like me rn
speaker: arms down
listener: Legs or no legs
speaker: legs
listener: In a bean bag chair",3,"uched position
",-6.739919453859329
"speaker: sitting down in a slouched position
listener: kinda like me rn
speaker: arms down
listener: Legs or no legs
speaker: legs
listener: In a bean bag chair",4,istener,-5.040640354156494
"speaker: sitting down in a slouched position
listener: kinda like me rn
speaker: arms down
listener: Legs or no legs
speaker: legs
listener: In a bean bag chair",5," kinda like me rn
",-30.86673860065639
"speaker: sitting down in a slouched position
listener: kinda like me rn
speaker: arms down
listener: Legs or no legs
speaker: legs
listener: In a bean bag chair",6,peaker,-1.3097052574157715
"speaker: sitting down in a slouched position
listener: kinda like me rn
speaker: arms down
listener: Legs or no legs
speaker: legs
listener: In a bean bag chair",7," arms down
",-13.830085333436728
"speaker: sitting down in a slouched position
listener: kinda like me rn
speaker: arms down
listener: Legs or no legs
speaker: legs
listener: In a bean bag chair",8,istener,-0.055234652012586594
"speaker: sitting down in a slouched position
listener: kinda like me rn
speaker: arms down
listener: Legs or no legs
speaker: legs
listener: In a bean bag chair",9," Legs or no legs
",-26.023272621445358
"speaker: sitting down in a slouched position
listener: kinda like me rn
speaker: arms down
listener: Legs or no legs
speaker: legs
listener: In a bean bag chair",10,peaker,-0.2571813464164734
"speaker: sitting down in a slouched position
listener: kinda like me rn
speaker: arms down
listener: Legs or no legs
speaker: legs
listener: In a bean bag chair",11," legs
",-8.76470553316176
"speaker: sitting down in a slouched position
listener: kinda like me rn
speaker: arms down
listener: Legs or no legs
speaker: legs
listener: In a bean bag chair",12,istener,-0.11787129938602448
"speaker: sitting down in a slouched position
listener: kinda like me rn
speaker: arms down
listener: Legs or no legs
speaker: legs
listener: In a bean bag chair",13, In a bean bag chair,-18.96719793835655
"speaker: upright with a square back
listener: Are they holding a tray
listener: Sitting, standing, kneeling
listener: Are they holding a top hat upside down
speaker: standing
listener: Do they have a wide body that isn't symmetrical",0,,0.0
"speaker: upright with a square back
listener: Are they holding a tray
listener: Sitting, standing, kneeling
listener: Are they holding a top hat upside down
speaker: standing
listener: Do they have a wide body that isn't symmetrical",1,peaker,-12.005256652832031
"speaker: upright with a square back
listener: Are they holding a tray
listener: Sitting, standing, kneeling
listener: Are they holding a top hat upside down
speaker: standing
listener: Do they have a wide body that isn't symmetrical",2," upright with a square back
",-37.90700125694275
"speaker: upright with a square back
listener: Are they holding a tray
listener: Sitting, standing, kneeling
listener: Are they holding a top hat upside down
speaker: standing
listener: Do they have a wide body that isn't symmetrical",3,istener,-6.978433609008789
"speaker: upright with a square back
listener: Are they holding a tray
listener: Sitting, standing, kneeling
listener: Are they holding a top hat upside down
speaker: standing
listener: Do they have a wide body that isn't symmetrical",4," Are they holding a tray
",-34.95723121240735
"speaker: upright with a square back
listener: Are they holding a tray
listener: Sitting, standing, kneeling
listener: Are they holding a top hat upside down
speaker: standing
listener: Do they have a wide body that isn't symmetrical",5,istener,-2.569744348526001
"speaker: upright with a square back
listener: Are they holding a tray
listener: Sitting, standing, kneeling
listener: Are they holding a top hat upside down
speaker: standing
listener: Do they have a wide body that isn't symmetrical",6, Sitting,-6.455849975347519
"speaker: upright with a square back
listener: Are they holding a tray
listener: Sitting, standing, kneeling
listener: Are they holding a top hat upside down
speaker: standing
listener: Do they have a wide body that isn't symmetrical",7, standing,-7.998298168182373
"speaker: upright with a square back
listener: Are they holding a tray
listener: Sitting, standing, kneeling
listener: Are they holding a top hat upside down
speaker: standing
listener: Do they have a wide body that isn't symmetrical",8," kneeling
",-5.683407247066498
"speaker: upright with a square back
listener: Are they holding a tray
listener: Sitting, standing, kneeling
listener: Are they holding a top hat upside down
speaker: standing
listener: Do they have a wide body that isn't symmetrical",9,istener,-0.7121543884277344
"speaker: upright with a square back
listener: Are they holding a tray
listener: Sitting, standing, kneeling
listener: Are they holding a top hat upside down
speaker: standing
listener: Do they have a wide body that isn't symmetrical",10," Are they holding a top hat upside down
",-22.281495860777795
"speaker: upright with a square back
listener: Are they holding a tray
listener: Sitting, standing, kneeling
listener: Are they holding a top hat upside down
speaker: standing
listener: Do they have a wide body that isn't symmetrical",11,peaker,-2.164520740509033
"speaker: upright with a square back
listener: Are they holding a tray
listener: Sitting, standing, kneeling
listener: Are they holding a top hat upside down
speaker: standing
listener: Do they have a wide body that isn't symmetrical",12," standing
",-5.93798490986228
"speaker: upright with a square back
listener: Are they holding a tray
listener: Sitting, standing, kneeling
listener: Are they holding a top hat upside down
speaker: standing
listener: Do they have a wide body that isn't symmetrical",13,istener,-0.2910744249820709
"speaker: upright with a square back
listener: Are they holding a tray
listener: Sitting, standing, kneeling
listener: Are they holding a top hat upside down
speaker: standing
listener: Do they have a wide body that isn't symmetrical",14, Do they have a wide body that isn,-27.676671867724508
"speaker: upright with a square back
listener: Are they holding a tray
listener: Sitting, standing, kneeling
listener: Are they holding a top hat upside down
speaker: standing
listener: Do they have a wide body that isn't symmetrical",15,t sym,-3.890766840428114
"speaker: upright with a square back
listener: Are they holding a tray
listener: Sitting, standing, kneeling
listener: Are they holding a top hat upside down
speaker: standing
listener: Do they have a wide body that isn't symmetrical",16,etrical,-0.02222534641623497
"speaker: a person standing holding out their hands,
listener: Both feet on the ground
listener: Inverted top hat in hands
listener: Are they side on
listener: Wait, holding OUT their hands, or holding UP their hands
speaker: yes inverted top hat
listener: lol top hat",0,,0.0
"speaker: a person standing holding out their hands,
listener: Both feet on the ground
listener: Inverted top hat in hands
listener: Are they side on
listener: Wait, holding OUT their hands, or holding UP their hands
speaker: yes inverted top hat
listener: lol top hat",1,peaker,-12.005256652832031
"speaker: a person standing holding out their hands,
listener: Both feet on the ground
listener: Inverted top hat in hands
listener: Are they side on
listener: Wait, holding OUT their hands, or holding UP their hands
speaker: yes inverted top hat
listener: lol top hat",2," a person standing holding out their hands,
",-43.13428246974945
"speaker: a person standing holding out their hands,
listener: Both feet on the ground
listener: Inverted top hat in hands
listener: Are they side on
listener: Wait, holding OUT their hands, or holding UP their hands
speaker: yes inverted top hat
listener: lol top hat",3,istener,-6.675312042236328
"speaker: a person standing holding out their hands,
listener: Both feet on the ground
listener: Inverted top hat in hands
listener: Are they side on
listener: Wait, holding OUT their hands, or holding UP their hands
speaker: yes inverted top hat
listener: lol top hat",4," Both feet on the ground
",-23.337097320705652
"speaker: a person standing holding out their hands,
listener: Both feet on the ground
listener: Inverted top hat in hands
listener: Are they side on
listener: Wait, holding OUT their hands, or holding UP their hands
speaker: yes inverted top hat
listener: lol top hat",5,istener,-3.2520527839660645
"speaker: a person standing holding out their hands,
listener: Both feet on the ground
listener: Inverted top hat in hands
listener: Are they side on
listener: Wait, holding OUT their hands, or holding UP their hands
speaker: yes inverted top hat
listener: lol top hat",6, In,-6.639391019940376
"speaker: a person standing holding out their hands,
listener: Both feet on the ground
listener: Inverted top hat in hands
listener: Are they side on
listener: Wait, holding OUT their hands, or holding UP their hands
speaker: yes inverted top hat
listener: lol top hat",7,"erted top hat in hands
",-22.70058161020279
"speaker: a person standing holding out their hands,
listener: Both feet on the ground
listener: Inverted top hat in hands
listener: Are they side on
listener: Wait, holding OUT their hands, or holding UP their hands
speaker: yes inverted top hat
listener: lol top hat",8,istener,-0.7487936019897461
"speaker: a person standing holding out their hands,
listener: Both feet on the ground
listener: Inverted top hat in hands
listener: Are they side on
listener: Wait, holding OUT their hands, or holding UP their hands
speaker: yes inverted top hat
listener: lol top hat",9," Are they side on
",-30.741574917919934
"speaker: a person standing holding out their hands,
listener: Both feet on the ground
listener: Inverted top hat in hands
listener: Are they side on
listener: Wait, holding OUT their hands, or holding UP their hands
speaker: yes inverted top hat
listener: lol top hat",10,istener,-0.4944244921207428
